Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1707001200.0 108.0 68 172 194 NA NA 87 202 221 NA NA 1838 395 464 NA NA 1875 441 511 NA NA
1707001200.0 112.0 68 170 192 NA NA 88 201 220 NA NA 1744 381 452 NA NA 1786 441 498 NA NA
1707001200.0 113.0 70 171 194 NA NA 90 204 221 NA NA 2205 391 473 NA NA 2243 446 523 NA NA
1707001200.0 114.0 71 171 194 NA NA 90 204 221 NA NA 2146 394 474 NA NA 2178 453 518 NA NA
1707001200.0 115.0 68 172 191 NA NA 90 204 223 NA NA 2414 408 507 NA NA 2457 471 560 NA NA
1707001200.0 116.0 69 172 189 NA NA 90 204 222 NA NA 2340 407 487 NA NA 2439 465 531 NA NA
1707001200.0 117.0 69 173 195 NA NA 90 205 223 NA NA 2960 421 524 NA NA 3067 488 568 NA NA
1707001200.0 118.0 69 174 196 NA NA 91 206 224 NA NA 2790 431 538 NA NA 2897 487 582 NA NA
1707001200.0 121.0 69 174 196 NA NA 91 205 223 NA NA 2918 442 549 NA NA 3022 499 585 NA NA
1707001200.0 125.0 69 171 192 NA NA 88 201 220 NA NA 1809 384 451 NA NA 1843 446 490 NA NA
1707001200.0 1302.0 67 167 145 NA NA 99 190 178 NA NA 4086 401 466 NA NA 5196 495 523 NA NA
1707001200.0 132.0 70 173 196 NA NA 88 205 223 NA NA 2421 411 498 NA NA 2482 475 545 NA NA
1707001200.0 133.0 69 175 197 NA NA 91 207 226 NA NA 3594 463 629 NA NA 3702 521 672 NA NA
1707001200.0 1332.0 67 170 201 0 NA 97 206 229 0 NA 2222 406 480 654 NA 3264 527 567 679 NA
1707001200.0 1334.0 66 177 201 0 NA 96 205 229 0 NA 2558 402 468 654 NA 3681 511 558 675 NA
1707001200.0 1343.0 68 177 203 0 NA 98 208 230 0 NA 3084 425 558 657 NA 4183 512 648 684 NA
1707001200.0 1345.0 67 176 203 0 NA 100 208 230 0 NA 3173 433 517 650 NA 4290 533 580 672 NA
1707001200.0 1348.0 76 175 201 0 NA 95 205 229 0 NA 1210 374 455 639 NA 1272 452 536 663 NA
1707001200.0 1352.0 67 168 202 0 NA 97 206 230 0 NA 1973 394 459 636 NA 3074 529 521 661 NA
1707001200.0 1354.0 67 177 201 0 NA 102 208 229 0 NA 4270 414 496 650 NA 5370 479 565 678 NA
1707001200.0 1355.0 69 178 204 0 NA 99 210 232 0 NA 4044 466 599 654 NA 5158 553 677 678 NA
1707001200.0 2.0 69 163 139 NA NA 91 185 170 NA NA 2912 393 435 NA NA 3005 447 474 NA NA
1707001200.0 280.0 88 173 195 0 NA 160 205 223 0 NA 2901 400 474 637 NA 2984 456 512 662 NA
1707001200.0 34.0 68 172 191 0 NA 90 205 221 0 NA 2491 414 502 635 NA 2590 477 543 660 NA
1707001200.0 4.29 NA 123 192 0 107 NA 146 222 0 134 NA 421 2376 446 754 NA 552 2477 476 830
1707001200.0 4.34 NA 200 0 NA NA NA 226 0 NA NA NA 2168 539 NA NA NA 2318 578 NA NA
1707001200.0 4.35 NA 184 0 NA NA NA 210 0 NA NA NA 2951 334 NA NA NA 3186 370 NA NA
1707001200.0 4.42 NA 125 203 0 NA NA 151 238 0 NA NA 988 5473 453 NA NA 1029 5600 489 NA
1707001200.0 4.45 NA 127 206 0 NA NA 151 238 0 NA NA 1062 5554 448 NA NA 1143 5662 480 NA
1707001200.0 4.53 NA 127 205 0 NA NA 152 238 0 NA NA 1254 5696 438 NA NA 1327 5823 471 NA
1707001200.0 4.54 NA 125 203 0 NA NA 149 242 0 NA NA 1146 5926 445 NA NA 1211 6052 463 NA
1707001200.0 4.58 NA 187 0 NA NA NA 233 0 NA NA NA 3428 341 NA NA NA 3611 374 NA NA
1707001200.0 4.74 NA 125 205 0 84 NA 150 238 0 112 NA 985 5274 426 441 NA 1078 5396 455 469
1707001200.0 4.78 NA 187 0 NA NA NA 233 0 NA NA NA 3937 323 NA NA NA 4097 350 NA NA
