Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1707001200.0 250206.0 NA 396 420 0 NA NA NA 768 732 0 NA NA NA 11290 2971 599 NA NA NA 5008 3508 909 NA NA
1707001200.0 250206.118 91 453 301 217 NA NA 136 674 673 276 NA NA 1079 3671 1621 520 NA NA 1067 2826 1906 752 NA NA
1707001200.0 250206.17 NA 473 503 0 NA NA NA 834 803 0 NA NA NA 15344 3330 951 NA NA NA 5454 2847 1321 NA NA
1707001200.0 250206.18 NA 638 650 0 NA NA NA 1169 875 0 NA NA NA 23786 4801 1787 NA NA NA 10986 3676 2172 NA NA
1707001200.0 250207.17 NA 450 494 0 NA NA NA 810 831 0 NA NA NA 14794 3021 937 NA NA NA 5640 3454 1084 NA NA
1707001200.0 250207.18 NA 625 554 0 NA NA NA 1179 870 0 NA NA NA 22233 4002 1798 NA NA NA 9226 3382 2181 NA NA
1707001200.0 250208.17 NA 478 486 0 NA NA NA 835 821 0 NA NA NA 16296 4439 975 NA NA NA 6300 3358 1409 NA NA
1707001200.0 250400.17 457 0 144 NA NA NA 897 0 210 NA NA NA 1802 262 627 NA NA NA 2314 421 905 NA NA NA
1707001200.0 250400.18 450 0 159 NA NA NA 819 0 210 NA NA NA 1860 258 629 NA NA NA 2449 330 1091 NA NA NA
1707001200.0 250402.0 375 0 157 NA NA NA 797 0 221 NA NA NA 1545 243 619 NA NA NA 2399 630 994 NA NA NA
1707001200.0 250402.17 455 0 146 NA NA NA 885 0 221 NA NA NA 1805 274 647 NA NA NA 2781 601 1024 NA NA NA
1707001200.0 250403.18 511 0 162 NA NA NA 885 0 211 NA NA NA 1772 266 609 NA NA NA 2803 581 783 NA NA NA
1707001200.0 250405.0 377 0 156 NA NA NA 842 0 219 NA NA NA 1470 228 575 NA NA NA 2116 431 756 NA NA NA
1707001200.0 250405.18 481 0 140 NA NA NA 886 0 223 NA NA NA 1804 263 613 NA NA NA 2379 360 915 NA NA NA
1707001200.0 250406.18 431 0 157 NA NA NA 843 0 203 NA NA NA 1433 266 570 NA NA NA 1933 465 1030 NA NA NA
1707001200.0 250407.0 334 0 159 NA NA NA 841 0 205 NA NA NA 1349 213 580 NA NA NA 2036 364 873 NA NA NA
1707001200.0 250408.0 387 0 162 NA NA NA 837 0 214 NA NA NA 1558 229 601 NA NA NA 1868 295 953 NA NA NA
1707001200.0 250408.17 458 0 161 NA NA NA 855 0 216 NA NA NA 1847 271 648 NA NA NA 2969 646 1024 NA NA NA
1707001200.0 250408.18 473 0 162 NA NA NA 890 0 211 NA NA NA 1972 274 636 NA NA NA 2522 490 1041 NA NA NA
1707001200.0 250409.18 460 0 164 NA NA NA 885 0 219 NA NA NA 2182 279 690 NA NA NA 2488 573 888 NA NA NA
1707001200.0 25204.0 NA 367 581 0 NA NA NA 616 898 0 NA NA NA 2610 3572 593 NA NA NA 1536 3337 899 NA NA
1707001200.0 25206.0 NA 375 616 0 NA NA NA 618 948 0 NA NA NA 2611 3667 600 NA NA NA 1673 3882 1044 NA NA
1707001200.0 25208.0 NA 386 615 0 NA NA NA 616 926 0 NA NA NA 2722 4603 568 NA NA NA 1707 3708 628 NA NA
1707001200.0 25211.18 94 550 772 0 NA NA 146 825 1128 0 NA NA 7764 6391 5571 1744 NA NA 3781 3336 4007 2327 NA NA
1707001200.0 25212.18 91 581 754 0 NA NA 153 824 1094 0 NA NA 9921 6561 5871 1801 NA NA 4259 4153 4762 2055 NA NA
1707001200.0 25400.0 517 0 152 NA NA NA 889 0 208 NA NA NA 3677 246 592 NA NA NA 2186 376 902 NA NA NA
1707001200.0 25406.17 543 0 160 NA NA NA 888 0 223 NA NA NA 2675 269 567 NA NA NA 2536 376 925 NA NA NA
1707001200.0 25409.0 504 0 154 NA NA NA 857 0 217 NA NA NA 3624 246 610 NA NA NA 2749 317 1113 NA NA NA
1707001200.0 27434.21 NA 315 261 184 NA NA NA 435 541 228 NA NA NA 2265 1508 852 NA NA NA 1990 1531 1273 NA NA
1707001200.0 27834.0 120 294 399 0 NA NA 159 432 675 0 NA NA 5753 2217 2430 457 NA NA 2822 2099 2861 502 NA NA
1707001200.0 28634.0 120 326 411 0 NA NA 155 457 683 0 NA NA 6077 2414 2442 634 NA NA 3126 1952 3325 780 NA NA
1707001200.0 3.0 102 153 233 NA NA NA 187 582 533 NA NA NA 5120 365 1382 NA NA NA 2292 591 1930 NA NA NA
1707001200.0 300.0 96 216 440 0 NA NA 144 614 751 0 NA NA 803 820 2200 959 NA NA 868 966 3079 1122 NA NA
1707001200.0 301.0 97 205 430 0 NA NA 145 571 678 0 NA NA 777 793 2219 952 NA NA 1215 723 3847 1098 NA NA
1707001200.0 302.0 71 205 435 0 NA NA 143 568 775 0 NA NA 718 809 2223 950 NA NA 1300 900 3505 1063 NA NA
1707001200.0 34.0 98 159 300 0 NA NA 223 582 632 0 NA NA 2510 463 1720 494 NA NA 1177 700 3027 602 NA NA
1707001200.0 4.17 NA 52 333 0 214 NA NA 81 624 0 297 NA NA 245 2981 576 1151 NA NA 333 3343 948 1251 NA
1707001200.0 4.23 NA 88 343 0 NA NA NA 128 612 0 NA NA NA 360 2915 782 NA NA NA 557 3546 931 NA NA
1707001200.0 4.24 NA 80 337 0 NA NA NA 117 586 0 NA NA NA 319 3069 672 NA NA NA 682 3098 1031 NA NA
1707001200.0 4.25 NA 79 336 0 NA NA NA 109 626 0 NA NA NA 327 3031 647 NA NA NA 535 2941 1049 NA NA
1707001200.0 4.27 NA 81 343 0 NA NA NA 123 638 0 NA NA NA 348 3699 754 NA NA NA 453 3579 925 NA NA
1707001200.0 4.28 NA 92 334 0 NA NA NA 126 639 0 NA NA NA 268 2663 2317 NA NA NA 534 3234 2713 NA NA
1707001200.0 4.29 NA 57 344 0 192 NA NA 92 646 0 294 NA NA 287 3203 613 1240 NA NA 432 3002 984 2009 NA
1707001200.0 4.34 NA 91 342 0 NA NA NA 120 636 0 NA NA NA 380 3361 753 NA NA NA 769 2847 893 NA NA
1707001200.0 4.36 NA 84 339 0 NA NA NA 122 597 0 NA NA NA 312 3719 636 NA NA NA 588 3369 957 NA NA
1707001200.0 4.4 NA 56 349 0 NA NA NA 94 655 0 NA NA NA 265 3894 570 NA NA NA 314 3348 669 NA NA
1707001200.0 4.44 NA 55 348 0 NA NA NA 88 653 0 NA NA NA 236 4717 593 NA NA NA 537 3243 826 NA NA
1707001200.0 4.58 NA 71 356 0 NA NA NA 106 627 0 NA NA NA 285 4668 605 NA NA NA 416 2843 866 NA NA
1707001200.0 4001.0 NA 207 386 NA NA NA NA 567 687 NA NA NA NA 853 2395 NA NA NA NA 1196 2774 NA NA NA
1707001200.0 4006.0 74 205 385 NA NA NA 134 600 679 NA NA NA 797 845 2243 NA NA NA 1066 1011 2491 NA NA NA
1707001200.0 4007.0 93 165 350 NA NA NA 160 599 685 NA NA NA 925 585 1778 NA NA NA 942 788 2527 NA NA NA
1707001200.0 4008.0 70 0 0 NA NA NA 99 0 0 NA NA NA 436 176 1421 NA NA NA 573 346 2561 NA NA NA
1707001200.0 500202.0 NA 261 391 0 NA NA NA 613 672 0 NA NA NA 6881 3067 504 NA NA NA 3264 3315 566 NA NA
1707001200.0 500204.0 NA 258 369 0 NA NA NA 610 692 0 NA NA NA 6843 2583 511 NA NA NA 3176 3004 626 NA NA
1707001200.0 500206.0 NA 261 370 0 NA NA NA 568 680 0 NA NA NA 6612 2607 512 NA NA NA 3053 3027 574 NA NA
