Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1707084000.0 123.2 382 NA NA NA NA NA NA 546 NA NA NA NA NA NA 961 NA NA NA NA NA NA 1498 NA NA NA NA NA NA
1707084000.0 123.3 309 NA NA NA NA NA NA 408 NA NA NA NA NA NA 739 NA NA NA NA NA NA 1175 NA NA NA NA NA NA
1707084000.0 124.1 373 NA NA NA NA NA NA 513 NA NA NA NA NA NA 750 NA NA NA NA NA NA 1329 NA NA NA NA NA NA
1707084000.0 124.2 354 NA NA NA NA NA NA 529 NA NA NA NA NA NA 801 NA NA NA NA NA NA 1254 NA NA NA NA NA NA
1707084000.0 124.4 371 NA NA NA NA NA NA 487 NA NA NA NA NA NA 762 NA NA NA NA NA NA 1357 NA NA NA NA NA NA
1707084000.0 124.6 310 NA NA NA NA NA NA 408 NA NA NA NA NA NA 735 NA NA NA NA NA NA 1268 NA NA NA NA NA NA
1707084000.0 12434.7 NA 452 611 0 NA NA NA NA 590 808 0 NA NA NA NA 2192 2555 934 NA NA NA NA 1546 2953 1071 NA NA NA
1707084000.0 125.0 161 177 350 NA NA NA NA 274 252 479 NA NA NA NA 1548 321 1419 NA NA NA NA 1059 470 1799 NA NA NA NA
1707084000.0 126.0 126 172 343 NA NA NA NA 204 251 481 NA NA NA NA 945 306 1348 NA NA NA NA 743 1194 1795 NA NA NA NA
1707084000.0 127.0 126 173 299 NA NA NA NA 203 248 469 NA NA NA NA 717 299 1375 NA NA NA NA 653 521 2171 NA NA NA NA
1707084000.0 13.0 NA 159 360 0 NA NA NA NA 258 511 0 NA NA NA NA 286 1812 558 NA NA NA NA 534 2140 716 NA NA NA
1707084000.0 1309.0 NA 227 406 0 NA NA NA NA 319 548 0 NA NA NA NA 353 1532 565 NA NA NA NA 699 2036 727 NA NA NA
1707084000.0 1311.0 NA 208 415 0 122 NA NA NA 303 580 0 183 NA NA NA 330 1142 591 257 NA NA NA 603 2252 820 497 NA NA
1707084000.0 1312.0 NA 227 403 0 NA NA NA NA 310 552 0 NA NA NA NA 354 1520 736 NA NA NA NA 538 2001 963 NA NA NA
1707084000.0 1313.0 NA 230 413 0 NA NA NA NA 318 558 0 NA NA NA NA 311 1703 557 NA NA NA NA 436 2155 703 NA NA NA
1707084000.0 132.0 157 180 352 NA NA NA NA 268 254 483 NA NA NA NA 1781 326 1435 NA NA NA NA 1288 371 1649 NA NA NA NA
1707084000.0 1324.0 NA 227 405 0 NA NA NA NA 306 556 0 NA NA NA NA 351 1514 703 NA NA NA NA 500 1805 853 NA NA NA
1707084000.0 1325.2 NA 227 402 0 NA NA NA NA 316 539 0 NA NA NA NA 349 1547 595 NA NA NA NA 564 2305 769 NA NA NA
1707084000.0 1325.4 NA 227 406 0 NA NA NA NA 314 553 0 NA NA NA NA 349 1534 595 NA NA NA NA 629 1796 709 NA NA NA
1707084000.0 1327.0 NA 224 399 0 NA NA NA NA 318 542 0 NA NA NA NA 336 1419 601 NA NA NA NA 822 1906 768 NA NA NA
1707084000.0 1334.0 NA 226 402 0 NA NA NA NA 312 554 0 NA NA NA NA 338 1466 606 NA NA NA NA 566 2273 735 NA NA NA
1707084000.0 1336.0 NA 227 408 0 NA NA NA NA 312 546 0 NA NA NA NA 369 2092 639 NA NA NA NA 509 1924 704 NA NA NA
1707084000.0 1337.0 NA 237 424 0 NA NA NA NA 318 581 0 NA NA NA NA 379 1908 655 NA NA NA NA 436 2433 728 NA NA NA
1707084000.0 1339.0 NA 226 409 0 NA NA NA NA 323 578 0 NA NA NA NA 372 1709 551 NA NA NA NA 1055 2044 661 NA NA NA
1707084000.0 1340.0 NA 222 393 0 NA NA NA NA 302 550 0 NA NA NA NA 334 1418 542 NA NA NA NA 545 2114 670 NA NA NA
1707084000.0 1344.0 NA 193 401 0 NA NA NA NA 308 568 0 NA NA NA NA 347 1509 571 NA NA NA NA 581 2325 631 NA NA NA
1707084000.0 1345.0 NA 227 404 0 NA NA NA NA 311 568 0 NA NA NA NA 349 1519 614 NA NA NA NA 613 2333 736 NA NA NA
1707084000.0 1347.0 NA 225 400 0 NA NA NA NA 305 534 0 NA NA NA NA 345 1479 716 NA NA NA NA 429 2321 857 NA NA NA
1707084000.0 1348.0 NA 222 396 0 NA NA NA NA 307 532 0 NA NA NA NA 334 1413 631 NA NA NA NA 531 2243 801 NA NA NA
1707084000.0 1349.0 NA 223 396 0 NA NA NA NA 304 534 0 NA NA NA NA 340 1439 708 NA NA NA NA 486 2095 883 NA NA NA
1707084000.0 1350.0 NA 224 398 0 NA NA NA NA 306 552 0 NA NA NA NA 338 1404 658 NA NA NA NA 622 1686 723 NA NA NA
1707084000.0 1351.0 NA 224 396 0 NA NA NA NA 305 537 0 NA NA NA NA 340 1444 612 NA NA NA NA 500 2375 690 NA NA NA
1707084000.0 1353.0 NA 223 404 0 NA NA NA NA 314 554 0 NA NA NA NA 337 1487 544 NA NA NA NA 508 1690 693 NA NA NA
1707084000.0 1355.0 NA 228 406 0 NA NA NA NA 312 548 0 NA NA NA NA 367 1492 541 NA NA NA NA 788 1805 707 NA NA NA
1707084000.0 136.9 NA 251 228 306 197 NA NA NA 396 345 476 281 NA NA NA 6239 1067 1300 860 NA NA NA 8967 1742 2061 1594 NA NA
1707084000.0 1364.0 NA 224 394 0 NA NA NA NA 304 540 0 NA NA NA NA 337 1450 706 NA NA NA NA 519 2557 892 NA NA NA
1707084000.0 1365.0 NA 227 399 0 NA NA NA NA 310 561 0 NA NA NA NA 358 1449 653 NA NA NA NA 860 1659 755 NA NA NA
1707084000.0 1366.0 NA 225 400 0 NA NA NA NA 310 555 0 NA NA NA NA 339 1439 697 NA NA NA NA 521 1713 782 NA NA NA
1707084000.0 139901.0 NA 224 401 0 NA NA NA NA 309 547 0 NA NA NA NA 348 1471 764 NA NA NA NA 506 1873 888 NA NA NA
1707084000.0 139902.0 NA 232 407 0 NA NA NA NA 316 537 0 NA NA NA NA 356 1571 600 NA NA NA NA 591 2230 679 NA NA NA
1707084000.0 140.202 NA 256 NA NA NA NA NA NA 349 NA NA NA NA NA NA 1898 NA NA NA NA NA NA 1769 NA NA NA NA NA
1707084000.0 141.009 NA 0 0 0 NA NA NA NA 0 0 0 NA NA NA NA 899 4673 965 NA NA NA NA 2313 5769 1270 NA NA NA
1707084000.0 158.2 NA 260 479 0 NA NA NA NA 345 669 0 NA NA NA NA 388 1425 682 NA NA NA NA 703 1834 766 NA NA NA
1707084000.0 158.3 NA 263 479 0 NA NA NA NA 364 645 0 NA NA NA NA 386 1442 849 NA NA NA NA 605 1980 954 NA NA NA
1707084000.0 160.4 146 283 470 0 NA NA NA 222 383 637 0 NA NA NA 1504 557 1232 703 NA NA NA 1351 896 1444 999 NA NA NA
1707084000.0 2017.13 479 0 NA NA NA NA NA 634 0 NA NA NA NA NA 930 1007 NA NA NA NA NA 1495 1620 NA NA NA NA NA
1707084000.0 2018.13 460 0 NA NA NA NA NA 626 0 NA NA NA NA NA 964 924 NA NA NA NA NA 1879 1247 NA NA NA NA NA
1707084000.0 204.0 148 246 425 0 NA NA NA 264 334 575 0 NA NA NA 1698 595 1891 615 NA NA NA 1208 724 2289 696 NA NA NA
1707084000.0 205.0 NA 224 430 0 NA NA NA NA 361 577 0 NA NA NA NA 584 1885 567 NA NA NA NA 782 2216 732 NA NA NA
1707084000.0 24834.9 NA 593 571 0 205 NA NA NA 769 725 0 301 NA NA NA 1657 2395 832 697 NA NA NA 1659 2412 902 952 NA NA
1707084000.0 24896.0 NA 580 506 0 203 NA NA NA 743 655 0 297 NA NA NA 1455 1886 476 622 NA NA NA 1196 2923 862 951 NA NA
1707084000.0 24900.0 NA 575 502 0 180 NA NA NA 724 629 0 297 NA NA NA 1448 1845 476 618 NA NA NA 1627 2849 624 915 NA NA
1707084000.0 25.0 NA 202 407 0 129 NA NA NA 292 549 0 196 NA NA NA 1399 3547 885 288 NA NA NA 1277 2645 1086 626 NA NA
1707084000.0 2500.012 NA 249 0 NA NA NA NA NA 360 0 NA NA NA NA NA 14352 162 NA NA NA NA NA 8141 398 NA NA NA NA
1707084000.0 2500.3 NA 201 0 NA NA NA NA NA 301 0 NA NA NA NA NA 8641 163 NA NA NA NA NA 5231 668 NA NA NA NA
1707084000.0 2500.31 NA 249 0 NA NA NA NA NA 430 0 NA NA NA NA NA 5884 153 NA NA NA NA NA 4708 369 NA NA NA NA
1707084000.0 250200.1 163 418 348 NA NA NA NA 258 541 496 NA NA NA NA 1628 594 1680 NA NA NA NA 1140 796 1801 NA NA NA NA
1707084000.0 250202.172 NA 470 566 0 NA NA NA NA 716 789 0 NA NA NA NA 6995 2603 769 NA NA NA NA 2837 2919 927 NA NA NA
1707084000.0 250204.17 NA 514 564 0 NA NA NA NA 732 768 0 NA NA NA NA 6748 2433 698 NA NA NA NA 2447 2749 971 NA NA NA
1707084000.0 250205.17 NA 498 556 0 NA NA NA NA 684 742 0 NA NA NA NA 6604 2187 668 NA NA NA NA 2551 2318 977 NA NA NA
1707084000.0 250206.17 NA 503 556 0 NA NA NA NA 704 801 0 NA NA NA NA 6709 2239 847 NA NA NA NA 2860 2273 968 NA NA NA
1707084000.0 25034.114 NA 1392 1958 0 NA NA NA NA 2000 3185 0 NA NA NA NA 10527 55380 959 NA NA NA NA 5749 17679 1276 NA NA NA
1707084000.0 25200.0 NA 422 639 0 160 NA NA NA 589 846 0 241 NA NA NA 1510 2531 575 361 NA NA NA 1125 2636 697 412 NA NA
1707084000.0 25406.17 651 0 196 NA NA NA NA 884 0 272 NA NA NA NA 2453 601 574 NA NA NA NA 1991 789 816 NA NA NA NA
1707084000.0 4.28 NA 119 356 0 NA NA NA NA 196 487 0 NA NA NA NA 212 2880 1330 NA NA NA NA 643 3082 1676 NA NA NA
1707084000.0 4.29 NA 97 370 0 256 NA NA NA 162 515 0 331 NA NA NA 151 2630 328 914 NA NA NA 425 2842 839 1122 NA NA
1707084000.0 4006.0 126 244 420 NA NA NA NA 212 336 585 NA NA NA NA 699 612 1857 NA NA NA NA 837 1584 1958 NA NA NA NA
1707084000.0 4008.0 122 0 0 NA NA NA NA 202 0 0 NA NA NA NA 553 119 1198 NA NA NA NA 699 353 1927 NA NA NA NA
1707084000.0 500200.1 164 278 327 NA NA NA NA 261 397 441 NA NA NA NA 1662 446 1666 NA NA NA NA 1046 728 1700 NA NA NA NA
1707084000.0 537.0 102 0 NA NA NA NA NA 173 0 NA NA NA NA NA 3809 158 NA NA NA NA NA 7412 374 NA NA NA NA NA
1707084000.0 555.0 63 91 0 NA NA NA NA 102 151 0 NA NA NA NA 3312 237 150 NA NA NA NA 3063 292 250 NA NA NA NA
1707084000.0 573.0 83 NA NA NA NA NA NA 138 NA NA NA NA NA NA 696 NA NA NA NA NA NA 4416 NA NA NA NA NA NA
