Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1707001200.0 10001.0 NA 249 705 109 0 NA 481 819 135 0 NA 1228 2000 343 1645 NA 2788 2706 600 2041
1707001200.0 10002.0 NA 253 680 109 0 NA 485 828 134 0 NA 1277 2001 339 1649 NA 3035 3262 971 1964
1707001200.0 10004.0 NA 249 699 109 0 NA 484 819 135 0 NA 1231 1989 339 1680 NA 2765 3652 1071 2127
1707001200.0 10006.0 NA 247 675 108 0 NA 480 823 134 0 NA 1239 1990 332 1630 NA 2045 3446 628 1947
1707001200.0 10024.0 NA 275 719 121 0 NA 477 839 147 0 NA 1374 2248 361 1735 NA 2497 3314 828 2081
1707001200.0 106.0 68 0 0 NA NA 90 0 0 NA NA 629 179 1201 NA NA 617 243 1845 NA NA
1707001200.0 10823.0 91 248 693 108 0 124 479 795 133 0 1257 1267 2028 330 1637 1407 2787 3609 575 2087
1707001200.0 110.0 86 111 469 NA NA 125 359 532 NA NA 803 404 1376 NA NA 825 464 2158 NA NA
1707001200.0 11623.0 86 253 708 108 0 110 480 829 134 0 1597 1375 2253 350 1743 2383 1690 2857 535 2102
1707001200.0 11642.0 86 255 697 120 0 108 488 843 145 0 1286 1231 2179 431 1760 1473 2272 3816 752 2216
1707001200.0 12024.0 96 276 735 0 NA 121 478 857 0 NA 3656 1604 2536 1776 NA 1637 2370 3995 2183 NA
1707001200.0 129.0 70 109 460 NA NA 130 359 550 NA NA 2441 373 1359 NA NA 3381 585 2256 NA NA
1707001200.0 1325.5 NA 229 0 NA NA NA 270 0 NA NA NA 4224 110 NA NA NA 5057 225 NA NA
1707001200.0 1325.6 NA 185 NA NA NA NA 238 NA NA NA NA 2216 NA NA NA NA 2933 NA NA NA
1707001200.0 1325.7 NA 199 0 NA NA NA 235 0 NA NA NA 2211 105 NA NA NA 3410 297 NA NA
1707001200.0 1325.8 NA 196 0 NA NA NA 237 0 NA NA NA 2278 106 NA NA NA 3002 297 NA NA
1707001200.0 136.7611 NA 235 0 NA NA NA 292 0 NA NA NA 4799 108 NA NA NA 5065 279 NA NA
1707001200.0 136.7721 NA 228 0 NA NA NA 302 0 NA NA NA 4560 109 NA NA NA 4849 444 NA NA
1707001200.0 1362.17 79 258 708 0 NA 130 484 834 0 NA 3703 1327 2121 1681 NA 9595 1800 3413 2350 NA
1707001200.0 144.6 NA 448 NA NA NA NA 495 NA NA NA NA 2284 NA NA NA NA 2497 NA NA NA
1707001200.0 250203.17 NA 473 812 0 NA NA 796 968 0 NA NA 16210 3729 1694 NA NA 15124 3436 2160 NA
1707001200.0 250205.17 NA 464 808 0 NA NA 770 950 0 NA NA 17121 3403 1740 NA NA 15069 3831 2205 NA
1707001200.0 250206.17 NA 459 819 0 NA NA 798 926 0 NA NA 16288 3606 1747 NA NA 15138 3704 2085 NA
1707001200.0 4001.0 NA 202 588 NA NA NA 374 653 NA NA NA 873 2264 NA NA NA 1081 2750 NA NA
1707001200.0 4008.0 68 0 0 NA NA 90 0 0 NA NA 628 182 1212 NA NA 573 488 2281 NA NA
1707001200.0 508.0 57 0 NA NA NA 78 0 NA NA NA 144 99 NA NA NA 409 194 NA NA NA
1707001200.0 517.0 20 59 0 NA NA 56 85 0 NA NA 1399 163 102 NA NA 3213 329 372 NA NA
1707001200.0 524.0 37 60 0 NA NA 56 86 0 NA NA 1391 160 97 NA NA 3708 492 176 NA NA
1707001200.0 530.0 20 59 0 NA NA 56 86 0 NA NA 1396 166 97 NA NA 2940 574 245 NA NA
1707001200.0 535.0 66 0 NA NA NA 85 0 NA NA NA 645 101 NA NA NA 3710 398 NA NA NA
1707001200.0 552.0 38 60 0 NA NA 56 86 0 NA NA 1395 173 97 NA NA 2960 494 203 NA NA
1707001200.0 554.0 38 59 0 NA NA 56 85 0 NA NA 2293 160 100 NA NA 4075 513 415 NA NA
