Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1707084000.0 1003.0 NA 375 0 NA NA NA 645 0 NA NA NA 2419 289 NA NA NA 1884 441 NA NA
1707084000.0 101.0 174 NA NA NA NA 306 NA NA NA NA 728 NA NA NA NA 717 NA NA NA NA
1707084000.0 102.0 163 NA NA NA NA 288 NA NA NA NA 688 NA NA NA NA 733 NA NA NA NA
1707084000.0 103.0 127 0 0 NA NA 206 0 0 NA NA 553 126 1200 NA NA 710 225 1403 NA NA
1707084000.0 106.0 126 0 0 NA NA 206 0 0 NA NA 558 129 1230 NA NA 763 307 1499 NA NA
1707084000.0 1060.1 NA 157 NA NA NA NA 254 NA NA NA NA 555 NA NA NA NA 545 NA NA NA
1707084000.0 1060.2 NA 159 NA NA NA NA 259 NA NA NA NA 465 NA NA NA NA 470 NA NA NA
1707084000.0 11634.1 NA 273 279 0 NA NA 364 419 0 NA NA 401 674 394 NA NA 355 680 507 NA
1707084000.0 122.0 125 0 0 NA NA 210 0 0 NA NA 559 127 1225 NA NA 802 252 1463 NA NA
1707084000.0 123.1 367 NA NA NA NA 542 NA NA NA NA 857 NA NA NA NA 1109 NA NA NA NA
1707084000.0 123.2 360 NA NA NA NA 537 NA NA NA NA 954 NA NA NA NA 1124 NA NA NA NA
1707084000.0 123.3 311 NA NA NA NA 431 NA NA NA NA 732 NA NA NA NA 949 NA NA NA NA
1707084000.0 124.1 360 NA NA NA NA 510 NA NA NA NA 752 NA NA NA NA 1213 NA NA NA NA
1707084000.0 124.2 355 NA NA NA NA 528 NA NA NA NA 805 NA NA NA NA 1273 NA NA NA NA
1707084000.0 124.4 348 NA NA NA NA 501 NA NA NA NA 747 NA NA NA NA 1029 NA NA NA NA
1707084000.0 124.5 355 NA NA NA NA 492 NA NA NA NA 753 NA NA NA NA 1152 NA NA NA NA
1707084000.0 124.6 316 NA NA NA NA 440 NA NA NA NA 739 NA NA NA NA 1052 NA NA NA NA
1707084000.0 1325.518 NA 263 0 NA NA NA 371 0 NA NA NA 2060 160 NA NA NA 1650 284 NA NA
1707084000.0 135.13 391 0 NA NA NA 560 0 NA NA NA 852 271 NA NA NA 966 311 NA NA NA
1707084000.0 135.8 180 NA NA NA NA 285 NA NA NA NA 639 NA NA NA NA 394 NA NA NA NA
1707084000.0 136.77211 NA 255 0 NA NA NA 354 0 NA NA NA 1569 153 NA NA NA 1116 250 NA NA
1707084000.0 136.9 NA 255 229 312 198 NA 403 352 482 288 NA 6094 961 1242 862 NA 6378 1164 1446 1121
1707084000.0 138.3 NA 78 428 0 NA NA 124 673 0 NA NA 59 39679 331 NA NA 346 16833 377 NA
1707084000.0 138.4 NA 387 0 NA NA NA 590 0 NA NA NA 1327 353 NA NA NA 1805 554 NA NA
1707084000.0 140.202 NA 249 NA NA NA NA 366 NA NA NA NA 1836 NA NA NA NA 1825 NA NA NA
1707084000.0 140.51 NA 99 264 0 NA NA 147 399 0 NA NA 331 1224 235 NA NA 344 1230 291 NA
1707084000.0 140.6 NA 95 383 0 NA NA 153 600 0 NA NA 108 850 297 NA NA 189 802 446 NA
1707084000.0 140.61 NA 415 0 NA NA NA 610 0 NA NA NA 1547 307 NA NA NA 993 469 NA NA
1707084000.0 141.009 NA 0 0 0 NA NA 0 0 0 NA NA 898 4053 1000 NA NA 748 3875 1105 NA
1707084000.0 144.6 NA 370 NA NA NA NA 519 NA NA NA NA 2505 NA NA NA NA 2725 NA NA NA
1707084000.0 148.0 131 231 427 0 NA 210 321 643 0 NA 734 534 1440 414 NA 1218 662 1711 566 NA
1707084000.0 158.5 129 208 444 113 0 215 291 649 181 0 869 240 1324 226 433 1230 648 1606 369 570
1707084000.0 160.501 134 217 100 427 171 210 295 151 724 256 1094 279 135 1172 408 1509 319 286 1839 509
1707084000.0 2017.13 464 0 NA NA NA 642 0 NA NA NA 907 330 NA NA NA 888 364 NA NA NA
1707084000.0 2017.8 218 NA NA NA NA 313 NA NA NA NA 679 NA NA NA NA 541 NA NA NA NA
1707084000.0 2018.13 469 0 NA NA NA 632 0 NA NA NA 909 330 NA NA NA 907 387 NA NA NA
1707084000.0 2018.8 205 NA NA NA NA 324 NA NA NA NA 684 NA NA NA NA 609 NA NA NA NA
1707084000.0 24834.911 142 589 547 0 207 274 802 719 0 314 8160 5089 5434 1433 671 4011 3235 3817 1536 998
1707084000.0 2500.31 NA 252 0 NA NA NA 431 0 NA NA NA 5884 157 NA NA NA 5026 407 NA NA
1707084000.0 2500.312 NA 166 NA NA NA NA 255 NA NA NA NA 891 NA NA NA NA 723 NA NA NA
1707084000.0 2500.313 NA 106 NA NA NA NA 178 NA NA NA NA 272 NA NA NA NA 305 NA NA NA
1707084000.0 2500.51 132 NA NA NA NA 203 NA NA NA NA 289 NA NA NA NA 406 NA NA NA NA
1707084000.0 250199.0 378 NA NA NA NA 567 NA NA NA NA 1828 NA NA NA NA 1279 NA NA NA NA
1707084000.0 250199.17 376 NA NA NA NA 567 NA NA NA NA 2014 NA NA NA NA 1294 NA NA NA NA
