Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1707084000.0 25034.114 NA 1436 1941 0 NA NA 1966 3074 0 NA NA 10853 53980 563 NA NA 4098 16247 719 NA
1707084000.0 25034.99 NA 1067 1289 1148 0 NA 1606 1874 1743 0 NA 6690 5279 36637 535 NA 2958 2538 11118 575
1707084000.0 250399.0 293 NA NA NA NA 424 NA NA NA NA 647 NA NA NA NA 957 NA NA NA NA
1707084000.0 250399.17 348 NA NA NA NA 480 NA NA NA NA 899 NA NA NA NA 856 NA NA NA NA
1707084000.0 250399.18 350 NA NA NA NA 482 NA NA NA NA 952 NA NA NA NA 1021 NA NA NA NA
1707084000.0 250400.17 488 0 200 NA NA 674 0 297 NA NA 1003 245 638 NA NA 961 375 861 NA NA
1707084000.0 250402.0 420 0 192 NA NA 612 0 292 NA NA 923 216 639 NA NA 885 276 879 NA NA
1707084000.0 250402.171 351 484 0 NA NA 478 696 0 NA NA 851 1162 255 NA NA 735 1668 438 NA NA
1707084000.0 250403.0 414 0 192 NA NA 625 0 289 NA NA 928 210 620 NA NA 1005 313 801 NA NA
1707084000.0 250403.18 512 0 191 NA NA 691 0 279 NA NA 1058 245 638 NA NA 988 368 928 NA NA
1707084000.0 250405.0 416 0 191 NA NA 606 0 284 NA NA 848 212 612 NA NA 895 276 868 NA NA
1707084000.0 250406.0 415 0 191 NA NA 592 0 278 NA NA 811 213 601 NA NA 911 305 828 NA NA
1707084000.0 250406.18 496 0 199 NA NA 710 0 282 NA NA 882 244 603 NA NA 900 380 954 NA NA
1707084000.0 250407.0 375 0 190 NA NA 524 0 279 NA NA 762 197 596 NA NA 853 278 817 NA NA
1707084000.0 250407.18 443 0 191 NA NA 605 0 282 NA NA 962 217 612 NA NA 980 275 889 NA NA
1707084000.0 250408.0 417 0 195 NA NA 628 0 285 NA NA 901 223 629 NA NA 893 348 1055 NA NA
1707084000.0 25234.911 186 594 557 0 207 274 770 746 0 306 8242 5309 5492 1415 683 4313 3515 3962 1568 1094
1707084000.0 4007.0 127 0 0 NA NA 209 0 0 NA NA 550 125 1202 NA NA 638 297 1412 NA NA
1707084000.0 5.4 363 0 NA NA NA 533 0 NA NA NA 823 217 NA NA NA 1009 281 NA NA NA
1707084000.0 500199.0 276 NA NA NA NA 435 NA NA NA NA 1199 NA NA NA NA 1067 NA NA NA NA
1707084000.0 546.0 97 106 NA NA NA 156 181 NA NA NA 243 251 NA NA NA 500 455 NA NA NA
1707084000.0 547.0 31 98 101 NA NA 112 160 183 NA NA 5005 339 250 NA NA 26921 488 442 NA NA
1707084000.0 7.5 137 337 168 NA NA 208 538 282 NA NA 1240 743 500 NA NA 1107 612 587 NA NA
