Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1706479200.0 11634.502 279 250 0 874 1028 0 334 387 211 311 547 315
1706479200.0 11634.503 281 257 0 879 1024 0 331 400 203 321 571 309
1706479200.0 11634.504 278 194 NA 874 973 NA 331 205 NA 313 332 NA
1706479200.0 11634.506 282 246 0 879 1015 0 333 1729 219 321 2029 326
1706479200.0 11634.507 279 257 0 873 1033 0 323 395 218 303 547 326
1706479200.0 11634.508 279 195 NA 873 965 NA 323 196 NA 300 309 NA
1706479200.0 11634.512 281 216 0 882 829 0 326 355 181 318 528 314
1706479200.0 11634.513 280 220 0 880 839 0 326 352 179 307 514 285
1706479200.0 11634.514 283 180 NA 889 793 NA 329 186 NA 304 305 NA
1706479200.0 11634.522 280 211 0 881 801 0 330 354 184 312 525 290
1706479200.0 11634.523 279 216 0 873 818 0 332 1365 179 316 1658 288
1706479200.0 11634.524 281 178 NA 879 766 NA 329 193 NA 317 324 NA
1706479200.0 11634.582 281 293 0 887 1075 0 319 445 234 294 570 340
1706479200.0 11634.583 280 307 0 870 1097 0 332 457 237 311 589 359
1706479200.0 11634.586 266 296 0 881 1076 0 333 465 240 321 607 360
1706479200.0 11634.587 280 308 0 871 1094 0 325 439 240 308 566 359
1706479200.0 11634.592 280 625 0 884 1420 0 330 1391 384 309 1439 498
1706479200.0 11634.593 280 634 0 873 1452 0 339 1423 372 554 1493 496
1706479200.0 11634.596 283 626 0 892 1448 0 340 1408 386 555 1569 508
1706479200.0 11634.597 278 632 0 883 1465 0 340 1416 393 554 1530 513
1706479200.0 11650.502 274 247 0 873 1015 0 315 387 211 313 570 323
1706479200.0 11650.503 272 256 0 872 1036 0 310 386 218 294 569 333
1706479200.0 11650.504 273 195 NA 873 962 NA 313 200 NA 314 308 NA
1706479200.0 11650.506 274 191 0 872 1019 0 307 386 214 303 551 331
1706479200.0 11650.507 273 255 0 866 1024 0 312 393 222 318 574 331
1706479200.0 11650.508 242 194 NA 867 963 NA 317 197 NA 317 315 NA
1706479200.0 12434.502 559 270 0 1398 1049 0 1314 412 210 825 587 321
1706479200.0 12434.503 564 275 0 1376 1037 0 1338 1807 213 850 2175 317
1706479200.0 12434.504 528 227 NA 1388 979 NA 1373 264 NA 857 385 NA
1706479200.0 12434.506 557 270 0 1411 1025 0 2983 441 215 2690 598 321
1706479200.0 12434.507 563 273 0 1355 1049 0 1320 2058 222 824 2396 345
1706479200.0 12434.508 561 226 NA 1384 979 NA 1313 265 NA 814 385 NA
1706479200.0 12434.512 541 251 0 1367 872 0 2647 409 182 2391 570 296
1706479200.0 12434.513 559 248 0 1393 875 0 1313 1827 175 806 2155 288
1706479200.0 12434.514 560 211 NA 1424 824 NA 2719 246 NA 2357 368 NA
1706479200.0 12434.522 562 247 0 1373 846 0 1299 417 182 819 581 296
1706479200.0 12434.523 562 246 0 1383 841 0 1315 405 175 816 568 286
1706479200.0 12434.524 559 210 NA 1398 802 NA 1313 254 NA 816 364 NA
1706479200.0 12434.582 565 317 0 1380 1102 0 1321 503 232 838 618 355
1706479200.0 12434.583 563 296 0 1369 1120 0 1337 2248 232 865 2495 348
1706479200.0 12434.586 560 317 0 1359 1104 0 1327 514 219 845 648 343
1706479200.0 12434.587 543 326 0 1376 1105 0 3324 1868 238 3001 2094 368
1706479200.0 12434.592 544 682 0 1384 1517 0 3431 2631 450 3145 2660 571
1706479200.0 12434.593 559 662 0 1388 1536 0 1324 2952 464 824 3069 598
1706479200.0 12434.596 558 682 0 1373 1510 0 2487 1625 450 2205 1598 562
1706479200.0 12434.597 548 689 0 1381 1505 0 3193 2495 460 2830 2532 576
1706479200.0 12450.502 549 267 0 1369 1024 0 1300 418 212 834 588 325
1706479200.0 12450.503 548 278 0 1367 1050 0 1288 446 219 819 636 333
1706479200.0 12450.504 550 228 NA 1367 1003 NA 1287 258 NA 834 389 NA
1706479200.0 12450.506 545 266 0 1380 1024 0 1287 445 216 808 622 331
1706479200.0 12450.507 544 246 0 1343 1051 0 1294 434 217 838 596 355
1706479200.0 12450.508 545 225 NA 1358 985 NA 1334 267 NA 860 398 NA
1706479200.0 140.065506 505 274 0 1362 1035 0 2166 670 171 1031 652 279
1706479200.0 140.065512 507 246 0 1314 862 0 2154 457 178 1033 581 285
1706479200.0 140.065522 509 249 0 1350 857 0 2151 496 173 1022 570 286
