Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1707084000.0 1060.2 NA 152 NA NA NA NA NA NA 283 NA NA NA NA NA NA 404 NA NA NA NA NA NA 418 NA NA NA NA NA
1707084000.0 107.0 134 163 343 NA NA NA NA 288 262 513 NA NA NA NA 1408 334 1309 NA NA NA NA 778 406 1378 NA NA NA NA
1707084000.0 108.0 94 140 314 NA NA NA NA 287 260 510 NA NA NA NA 5707 791 2442 NA NA NA NA 2741 586 2169 NA NA NA NA
1707084000.0 10802.0 NA 228 427 0 111 132 NA NA 404 658 0 218 261 NA NA 3074 3814 847 506 1213 NA NA 1303 3618 889 563 4700 NA
1707084000.0 10804.31 NA 262 0 NA NA NA NA NA 411 0 NA NA NA NA NA 1026 0 NA NA NA NA NA 455 0 NA NA NA NA
1707084000.0 10805.31 NA 262 0 NA NA NA NA NA 400 0 NA NA NA NA NA 1024 0 NA NA NA NA NA 471 0 NA NA NA NA
1707084000.0 10823.0 NA 268 446 0 135 155 NA NA 410 679 0 227 259 NA NA 1025 1228 355 238 385 NA NA 445 1409 466 268 454 NA
1707084000.0 10824.1 NA 272 270 0 NA NA NA NA 410 425 0 NA NA NA NA 1065 542 319 NA NA NA NA 465 600 419 NA NA NA
1707084000.0 10824.5 NA 274 146 0 NA NA NA NA 408 306 0 NA NA NA NA 1085 383 157 NA NA NA NA 570 442 176 NA NA NA
1707084000.0 10824.501 NA 274 169 0 NA NA NA NA 405 313 0 NA NA NA NA 1086 388 172 NA NA NA NA 565 444 191 NA NA NA
1707084000.0 10824.505 NA 300 148 0 NA NA NA NA 419 313 0 NA NA NA NA 1064 368 174 NA NA NA NA 463 387 190 NA NA NA
1707084000.0 10824.511 NA 274 119 0 NA NA NA NA 413 224 0 NA NA NA NA 1065 273 133 NA NA NA NA 463 283 148 NA NA NA
1707084000.0 10824.521 NA 273 110 0 NA NA NA NA 418 195 0 NA NA NA NA 1068 250 137 NA NA NA NA 483 258 156 NA NA NA
1707084000.0 10824.8 NA 236 434 0 151 135 NA NA 432 692 0 296 258 NA NA 2935 4315 979 544 1291 NA NA 1211 3821 1025 582 2497 NA
1707084000.0 10842.501 NA 267 145 0 NA NA NA NA 412 316 0 NA NA NA NA 1048 372 163 NA NA NA NA 452 423 183 NA NA NA
1707084000.0 10842.505 NA 266 145 0 NA NA NA NA 413 305 0 NA NA NA NA 1051 374 164 NA NA NA NA 474 422 180 NA NA NA
1707084000.0 10859.0 NA 243 440 0 104 136 NA NA 429 684 0 232 272 NA NA 2898 4713 924 494 1360 NA NA 1219 3092 970 547 2630 NA
1707084000.0 109.0 189 166 346 NA NA NA NA 290 261 509 NA NA NA NA 1662 302 1318 NA NA NA NA 923 292 1326 NA NA NA NA
1707084000.0 11.0 NA 139 323 0 79 NA NA NA 295 513 0 192 NA NA NA 2879 2637 1082 635 NA NA NA 1168 2051 1616 4895 NA NA
1707084000.0 110.0 108 157 304 NA NA NA NA 229 260 504 NA NA NA NA 474 252 1137 NA NA NA NA 461 274 1356 NA NA NA NA
1707084000.0 11024.0 NA 576 803 0 163 NA NA NA 773 1150 0 263 NA NA NA 2921 3214 412 441 NA NA NA 1232 1984 462 518 NA NA
1707084000.0 11024.15 NA 587 943 0 178 NA NA NA 773 1160 0 287 NA NA NA 2981 3237 398 535 NA NA NA 1197 1925 462 694 NA NA
1707084000.0 11024.2 NA 552 796 0 155 NA NA NA 751 1128 0 263 NA NA NA 3018 2876 425 385 NA NA NA 1281 1697 502 458 NA NA
1707084000.0 11024.6 NA 511 753 0 164 NA NA NA 754 1115 0 268 NA NA NA 2991 3148 441 478 NA NA NA 1294 2002 513 554 NA NA
1707084000.0 11025.0 NA 530 785 0 162 NA NA NA 767 1064 0 268 NA NA NA 2982 2896 398 442 NA NA NA 1478 1809 435 1002 NA NA
1707084000.0 111.0 133 162 340 NA NA NA NA 284 263 502 NA NA NA NA 885 219 1075 NA NA NA NA 640 223 1021 NA NA NA NA
1707084000.0 112.0 128 169 308 NA NA NA NA 284 262 507 NA NA NA NA 1099 278 1270 NA NA NA NA 668 298 1453 NA NA NA NA
1707084000.0 11224.0 NA 234 504 0 NA NA NA NA 375 671 0 NA NA NA NA 319 1362 366 NA NA NA NA 300 1261 388 NA NA NA
1707084000.0 11224.6 NA 235 457 0 NA NA NA NA 379 666 0 NA NA NA NA 307 1375 361 NA NA NA NA 255 1282 384 NA NA NA
1707084000.0 113.0 182 164 338 NA NA NA NA 291 269 531 NA NA NA NA 1181 310 1196 NA NA NA NA 726 348 1246 NA NA NA NA
1707084000.0 114.0 160 164 329 NA NA NA NA 289 264 518 NA NA NA NA 1244 290 1209 NA NA NA NA 790 370 1220 NA NA NA NA
1707084000.0 115.0 166 164 344 NA NA NA NA 281 254 498 NA NA NA NA 1435 306 1240 NA NA NA NA 782 323 1242 NA NA NA NA
1707084000.0 116.0 185 164 321 NA NA NA NA 294 265 501 NA NA NA NA 1399 292 1249 NA NA NA NA 810 271 1258 NA NA NA NA
1707084000.0 11601.0 NA 206 434 0 125 NA NA NA 372 728 0 229 NA NA NA 895 2537 1157 726 NA NA NA 614 2348 1379 1759 NA NA
1707084000.0 11603.0 NA 205 445 0 126 NA NA NA 375 718 0 236 NA NA NA 906 3034 1050 706 NA NA NA 586 2799 1276 1751 NA NA
1707084000.0 11604.0 NA 208 436 0 111 NA NA NA 380 708 0 226 NA NA NA 883 2919 1065 655 NA NA NA 595 2745 1824 2507 NA NA
1707084000.0 11605.0 NA 208 434 0 109 NA NA NA 378 730 0 232 NA NA NA 945 2572 1126 683 NA NA NA 613 2435 1416 2701 NA NA
1707084000.0 11607.0 NA 209 443 0 128 NA NA NA 375 708 0 264 NA NA NA 1025 2926 1011 681 NA NA NA 665 2697 1599 2415 NA NA
1707084000.0 11608.0 NA 209 443 0 129 NA NA NA 369 700 0 263 NA NA NA 1041 2681 1073 711 NA NA NA 652 2406 1357 2171 NA NA
1707084000.0 11609.0 NA 214 448 0 127 NA NA NA 381 711 0 272 NA NA NA 923 2762 946 734 NA NA NA 592 2452 1600 1691 NA NA
1707084000.0 11634.0 NA 216 457 0 130 NA NA NA 404 721 0 280 NA NA NA 1045 3351 1233 732 NA NA NA 664 2851 1513 2195 NA NA
1707084000.0 11634.1 NA 250 267 0 NA NA NA NA 389 409 0 NA NA NA NA 363 559 344 NA NA NA NA 365 568 520 NA NA NA
1707084000.0 11634.24 NA 157 398 0 97 NA NA NA 319 670 0 215 NA NA NA 494 2410 1175 677 NA NA NA 446 2326 1306 2263 NA NA
1707084000.0 11634.5 NA 252 163 0 NA NA NA NA 388 318 0 NA NA NA NA 343 375 179 NA NA NA NA 236 406 247 NA NA NA
1707084000.0 11634.601 NA 213 75 456 0 NA NA NA 386 159 739 0 NA NA NA 896 204 3896 1114 NA NA NA 529 215 3347 2357 NA NA
1707084000.0 11634.7 NA 249 489 0 NA NA NA NA 388 749 0 NA NA NA NA 358 1496 383 NA NA NA NA 316 1334 406 NA NA NA
1707084000.0 11634.91 NA 213 463 0 126 NA NA NA 396 749 0 274 NA NA NA 1068 3472 959 737 NA NA NA 631 2982 1012 1021 NA NA
1707084000.0 11634.911 157 247 487 0 144 NA NA 252 368 728 0 236 NA NA 2105 1064 2022 777 395 NA NA 1116 644 1506 852 398 NA NA
1707084000.0 11634.914 91 210 455 0 104 NA NA 233 365 735 0 223 NA NA 5780 1198 3481 962 735 NA NA 2565 749 3047 1039 4322 NA NA
1707084000.0 11643.0 NA 215 465 0 113 NA NA NA 378 723 0 235 NA NA NA 1086 3449 1206 703 NA NA NA 643 2915 1923 2166 NA NA
1707084000.0 11650.0 NA 215 453 0 132 NA NA NA 377 742 0 268 NA NA NA 993 3206 902 680 NA NA NA 611 2864 999 2957 NA NA
1707084000.0 11650.911 147 258 475 0 165 NA NA 250 363 737 0 278 NA NA 1529 1038 1947 756 704 NA NA 989 591 1887 783 638 NA NA
1707084000.0 11650.914 90 202 447 0 126 NA NA 235 352 706 0 268 NA NA 3872 957 3460 1233 754 NA NA 2351 670 3146 1323 4510 NA NA
1707084000.0 117.0 186 166 344 NA NA NA NA 290 257 529 NA NA NA NA 1489 305 1301 NA NA NA NA 814 290 1310 NA NA NA NA
1707084000.0 11723.17 NA 258 497 0 NA NA NA NA 405 726 0 NA NA NA NA 365 1795 392 NA NA NA NA 249 1680 420 NA NA NA
1707084000.0 118.0 196 169 331 NA NA NA NA 290 267 505 NA NA NA NA 1862 316 1334 NA NA NA NA 924 452 1281 NA NA NA NA
1707084000.0 11834.0 NA 580 1008 0 NA NA NA NA 873 1362 0 NA NA NA NA 2845 4347 423 NA NA NA NA 1241 2341 472 NA NA NA
1707084000.0 11834.13 NA 634 1060 0 NA NA NA NA 956 1432 0 NA NA NA NA 2962 5675 412 NA NA NA NA 1308 2749 490 NA NA NA
1707084000.0 11834.19 NA 631 1033 0 NA NA NA NA 844 1285 0 NA NA NA NA 2845 4217 421 NA NA NA NA 1247 2183 551 NA NA NA
1707084000.0 11834.21 NA 438 294 168 122 NA NA NA 709 515 320 262 NA NA NA 6088 6320 1544 723 NA NA NA 2322 2881 2459 2193 NA NA
1707084000.0 11834.24 NA 192 440 0 NA NA NA NA 312 696 0 NA NA NA NA 204 1230 362 NA NA NA NA 234 1275 392 NA NA NA
1707084000.0 11834.99 NA 649 731 692 0 NA NA NA 865 940 981 0 NA NA NA 3445 964 3911 395 NA NA NA 1826 586 1942 417 NA NA
1707084000.0 11846.0 NA 569 901 0 NA NA NA NA 869 1304 0 NA NA NA NA 2802 3902 465 NA NA NA NA 1317 2294 554 NA NA NA
1707084000.0 11846.19 NA 577 882 0 NA NA NA NA 869 1301 0 NA NA NA NA 2831 4023 469 NA NA NA NA 1360 2469 565 NA NA NA
1707084000.0 119.0 134 161 338 NA NA NA NA 292 265 525 NA NA NA NA 896 261 1117 NA NA NA NA 531 275 1058 NA NA NA NA
1707084000.0 12.0 NA 154 331 0 NA NA NA NA 312 547 0 NA NA NA NA 3195 7465 1032 NA NA NA NA 1208 4569 2369 NA NA NA
1707084000.0 120.0 108 158 328 NA NA NA NA 237 249 495 NA NA NA NA 430 247 1122 NA NA NA NA 415 232 1156 NA NA NA NA
1707084000.0 12034.0 NA 219 457 0 NA NA NA NA 381 742 0 NA NA NA NA 928 2828 1189 NA NA NA NA 598 2430 2315 NA NA NA
1707084000.0 121.0 98 144 319 NA NA NA NA 288 272 531 NA NA NA NA 6942 848 2615 NA NA NA NA 2855 614 2246 NA NA NA NA
1707084000.0 122.0 85 149 325 NA NA NA NA 235 251 494 NA NA NA NA 496 201 1101 NA NA NA NA 504 269 1184 NA NA NA NA
1707084000.0 123.1 403 NA NA NA NA NA NA 541 NA NA NA NA NA NA 700 NA NA NA NA NA NA 717 NA NA NA NA NA NA
1707084000.0 123.2 386 NA NA NA NA NA NA 549 NA NA NA NA NA NA 812 NA NA NA NA NA NA 785 NA NA NA NA NA NA
1707084000.0 123.3 316 NA NA NA NA NA NA 429 NA NA NA NA NA NA 624 NA NA NA NA NA NA 722 NA NA NA NA NA NA
1707084000.0 124.1 358 NA NA NA NA NA NA 510 NA NA NA NA NA NA 649 NA NA NA NA NA NA 749 NA NA NA NA NA NA
1707084000.0 124.2 382 NA NA NA NA NA NA 533 NA NA NA NA NA NA 670 NA NA NA NA NA NA 697 NA NA NA NA NA NA
1707084000.0 124.4 378 NA NA NA NA NA NA 486 NA NA NA NA NA NA 644 NA NA NA NA NA NA 694 NA NA NA NA NA NA
1707084000.0 124.5 367 NA NA NA NA NA NA 493 NA NA NA NA NA NA 661 NA NA NA NA NA NA 790 NA NA NA NA NA NA
1707084000.0 124.6 316 NA NA NA NA NA NA 437 NA NA NA NA NA NA 623 NA NA NA NA NA NA 709 NA NA NA NA NA NA
1707084000.0 12434.0 NA 429 595 0 182 NA NA NA 615 867 0 308 NA NA NA 1583 2154 465 311 NA NA NA 796 1808 484 391 NA NA
1707084000.0 12434.501 NA 427 172 0 NA NA NA NA 623 338 0 NA NA NA NA 1611 545 203 NA NA NA NA 834 574 232 NA NA NA
1707084000.0 12434.505 NA 431 170 0 NA NA NA NA 624 332 0 NA NA NA NA 1579 583 204 NA NA NA NA 817 642 232 NA NA NA
1707084000.0 12434.511 NA 435 150 0 NA NA NA NA 620 259 0 NA NA NA NA 1563 450 134 NA NA NA NA 768 532 152 NA NA NA
1707084000.0 12434.521 NA 432 145 0 NA NA NA NA 646 239 0 NA NA NA NA 1566 442 153 NA NA NA NA 771 455 189 NA NA NA
1707084000.0 12434.7 NA 384 563 0 NA NA NA NA 619 852 0 NA NA NA NA 4421 5505 1643 NA NA NA NA 2196 4659 1759 NA NA NA
1707084000.0 12450.501 NA 416 194 0 NA NA NA NA 607 351 0 NA NA NA NA 1562 545 194 NA NA NA NA 832 609 235 NA NA NA
1707084000.0 12450.505 NA 420 183 0 NA NA NA NA 601 332 0 NA NA NA NA 1575 525 194 NA NA NA NA 841 601 230 NA NA NA
1707084000.0 125.0 135 165 340 NA NA NA NA 290 264 518 NA NA NA NA 1300 271 1320 NA NA NA NA 786 237 1539 NA NA NA NA
1707084000.0 126.0 132 158 332 NA NA NA NA 227 257 518 NA NA NA NA 726 249 1164 NA NA NA NA 495 218 1292 NA NA NA NA
1707084000.0 12634.0 NA 784 1099 0 NA NA NA NA 1134 1578 0 NA NA NA NA 4447 5294 498 NA NA NA NA 1898 2941 519 NA NA NA
1707084000.0 12634.99 NA 543 787 768 0 NA NA NA 817 1172 1073 0 NA NA NA 3372 3098 4441 498 NA NA NA 1685 1285 2495 521 NA NA
1707084000.0 127.0 110 158 331 NA NA NA NA 237 256 502 NA NA NA NA 573 266 1143 NA NA NA NA 458 285 1262 NA NA NA NA
1707084000.0 128.0 107 158 334 NA NA NA NA 225 256 497 NA NA NA NA 442 244 1105 NA NA NA NA 543 214 1153 NA NA NA NA
1707084000.0 12834.0 NA 370 557 0 141 NA NA NA 604 851 0 287 NA NA NA 2453 7006 1417 846 NA NA NA 1868 5880 1477 2358 NA NA
1707084000.0 129.0 107 157 329 NA NA NA NA 229 253 491 NA NA NA NA 417 253 1103 NA NA NA NA 410 260 1203 NA NA NA NA
1707084000.0 130.0 108 159 330 NA NA NA NA 227 251 489 NA NA NA NA 440 252 1114 NA NA NA NA 410 250 1274 NA NA NA NA
1707084000.0 1301.0 131 194 290 NA NA NA NA 271 311 449 NA NA NA NA 1043 274 734 NA NA NA NA 929 257 839 NA NA NA NA
1707084000.0 1301.17 106 278 329 NA NA NA NA 231 394 494 NA NA NA NA 1114 1074 789 NA NA NA NA 707 465 790 NA NA NA NA
1707084000.0 1302.0 141 201 300 NA NA NA NA 280 319 456 NA NA NA NA 1689 312 834 NA NA NA NA 798 278 814 NA NA NA NA
1707084000.0 1302.17 150 294 361 NA NA NA NA 245 392 508 NA NA NA NA 1833 1129 939 NA NA NA NA 905 587 1152 NA NA NA NA
1707084000.0 1302.18 122 283 313 186 153 NA NA 236 395 421 314 254 NA NA 1794 1092 618 559 377 NA NA 828 511 829 597 555 NA NA
1707084000.0 1303.0 133 201 299 NA NA NA NA 274 315 473 NA NA NA NA 3031 301 1000 NA NA NA NA 1530 349 948 NA NA NA NA
1707084000.0 1303.17 94 238 296 NA NA NA NA 253 397 510 NA NA NA NA 11017 1978 2992 NA NA NA NA 4738 852 2808 NA NA NA NA
1707084000.0 13034.0 NA 650 857 0 NA NA NA NA 842 1203 0 NA NA NA NA 2135 3555 515 NA NA NA NA 1261 2711 609 NA NA NA
1707084000.0 13034.99 NA 429 633 752 0 NA NA NA 596 897 970 0 NA NA NA 2177 1208 2959 515 NA NA NA 1439 743 2284 580 NA NA
1707084000.0 1304.18 82 234 235 165 118 NA NA 235 375 434 320 256 NA NA 5305 1702 1175 1188 802 NA NA 2480 714 1057 1022 3971 NA NA
1707084000.0 1304.181 87 238 241 157 120 NA NA 244 375 424 314 255 NA NA 5740 1684 1069 1244 792 NA NA 2499 708 962 1082 4480 NA NA
1707084000.0 1304.182 120 277 245 189 NA NA NA 237 379 424 312 NA NA NA 1464 1106 506 574 NA NA NA 795 634 594 679 NA NA NA
1707084000.0 1306.0 NA 170 349 0 NA NA NA NA 341 560 0 NA NA NA NA 832 2261 773 NA NA NA NA 687 2113 2681 NA NA NA
1707084000.0 1307.0 NA 186 240 84 0 NA NA NA 328 390 164 0 NA NA NA 255 452 162 206 NA NA NA 316 518 314 269 NA NA
1707084000.0 1308.0 NA 186 233 84 0 NA NA NA 329 382 164 0 NA NA NA 256 389 169 207 NA NA NA 323 486 333 448 NA NA
1707084000.0 1309.0 NA 208 397 0 NA NA NA NA 349 580 0 NA NA NA NA 311 1274 337 NA NA NA NA 346 1307 380 NA NA NA
1707084000.0 131.0 110 159 333 NA NA NA NA 227 260 485 NA NA NA NA 621 252 1118 NA NA NA NA 481 281 1229 NA NA NA NA
1707084000.0 1310.0 NA 208 392 0 NA NA NA NA 349 586 0 NA NA NA NA 282 1244 331 NA NA NA NA 261 1135 486 NA NA NA
1707084000.0 1311.0 NA 203 415 0 111 NA NA NA 338 578 0 191 NA NA NA 282 983 329 211 NA NA NA 377 1436 386 339 NA NA
1707084000.0 1312.0 NA 206 391 0 NA NA NA NA 350 580 0 NA NA NA NA 303 1261 342 NA NA NA NA 362 1259 418 NA NA NA
1707084000.0 1313.0 NA 211 401 0 NA NA NA NA 346 586 0 NA NA NA NA 258 1435 349 NA NA NA NA 279 1229 419 NA NA NA
1707084000.0 1314.0 NA 206 379 0 NA NA NA NA 348 577 0 NA NA NA NA 324 1220 369 NA NA NA NA 374 1237 481 NA NA NA
1707084000.0 1315.0 NA 202 377 0 NA NA NA NA 337 548 0 NA NA NA NA 263 1118 313 NA NA NA NA 276 1215 442 NA NA NA
1707084000.0 1316.0 NA 201 380 0 NA NA NA NA 341 546 0 NA NA NA NA 275 1155 284 NA NA NA NA 474 1155 312 NA NA NA
1707084000.0 1317.0 NA 172 353 0 115 NA NA NA 329 577 0 241 NA NA NA 814 2776 535 833 NA NA NA 695 2615 574 4215 NA NA
1707084000.0 1318.0 NA 200 377 0 145 NA NA NA 337 570 0 245 NA NA NA 263 1131 291 351 NA NA NA 281 1301 326 461 NA NA
1707084000.0 1319.0 NA 199 378 0 NA NA NA NA 337 562 0 NA NA NA NA 261 1163 288 NA NA NA NA 271 1565 322 NA NA NA
1707084000.0 132.0 132 166 367 NA NA NA NA 287 268 518 NA NA NA NA 1532 338 1354 NA NA NA NA 884 385 1406 NA NA NA NA
1707084000.0 1320.0 NA 200 379 0 147 NA NA NA 345 588 0 243 NA NA NA 265 1167 293 328 NA NA NA 268 1235 337 469 NA NA
1707084000.0 1321.0 NA 174 352 0 114 NA NA NA 340 577 0 246 NA NA NA 841 2401 586 830 NA NA NA 679 2134 644 3399 NA NA
1707084000.0 1322.0 NA 175 354 0 114 NA NA NA 346 554 0 245 NA NA NA 898 2417 574 804 NA NA NA 751 2198 611 4704 NA NA
1707084000.0 1323.0 NA 199 375 0 NA NA NA NA 341 581 0 NA NA NA NA 273 1117 287 NA NA NA NA 718 1172 313 NA NA NA
1707084000.0 13234.0 NA 564 0 NA NA NA NA NA 794 0 NA NA NA NA NA 3203 307 NA NA NA NA NA 1796 468 NA NA NA NA
1707084000.0 1324.0 NA 208 393 0 NA NA NA NA 350 575 0 NA NA NA NA 287 1290 320 NA NA NA NA 288 1798 416 NA NA NA
1707084000.0 1325.1 NA 210 231 0 NA NA NA NA 347 382 0 NA NA NA NA 316 520 261 NA NA NA NA 580 564 285 NA NA NA
1707084000.0 1325.2 NA 210 393 0 NA NA NA NA 350 570 0 NA NA NA NA 284 1283 344 NA NA NA NA 250 1267 402 NA NA NA
1707084000.0 1325.3 NA 209 226 0 NA NA NA NA 341 384 0 NA NA NA NA 309 471 262 NA NA NA NA 327 543 306 NA NA NA
1707084000.0 1325.4 NA 210 395 0 NA NA NA NA 350 586 0 NA NA NA NA 290 1273 313 NA NA NA NA 293 1364 357 NA NA NA
1707084000.0 1325.5 NA 232 0 NA NA NA NA NA 382 0 NA NA NA NA NA 1293 145 NA NA NA NA NA 1063 177 NA NA NA NA
1707084000.0 1325.51 NA 215 0 NA NA NA NA NA 354 0 NA NA NA NA NA 1322 135 NA NA NA NA NA 1465 161 NA NA NA NA
1707084000.0 1325.516 NA 233 0 NA NA NA NA NA 382 0 NA NA NA NA NA 1418 154 NA NA NA NA NA 1030 221 NA NA NA NA
1707084000.0 1325.5161 NA 231 0 NA NA NA NA NA 369 0 NA NA NA NA NA 1411 167 NA NA NA NA NA 1263 285 NA NA NA NA
1707084000.0 1325.517 NA 222 0 NA NA NA NA NA 353 0 NA NA NA NA NA 1418 137 NA NA NA NA NA 964 165 NA NA NA NA
1707084000.0 1325.518 NA 251 0 NA NA NA NA NA 396 0 NA NA NA NA NA 1826 148 NA NA NA NA NA 1142 237 NA NA NA NA
