Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1706479200.0 12434.502 NA 506 208 0 NA NA 1575 1231 0 NA NA 1322 278 208 NA NA 925 286 231 NA
1706479200.0 12434.503 NA 496 220 0 NA NA 1617 1254 0 NA NA 1271 281 213 NA NA 878 393 237 NA
1706479200.0 12434.504 NA 501 168 NA NA NA 1587 1194 NA NA NA 1305 146 NA NA NA 910 408 NA NA
1706479200.0 12434.506 NA 503 211 0 NA NA 1595 1237 0 NA NA 1240 279 270 NA NA 868 457 291 NA
1706479200.0 12434.507 NA 504 220 0 NA NA 1593 1247 0 NA NA 1278 281 271 NA NA 921 292 303 NA
1706479200.0 12434.508 NA 500 NA NA NA NA 1590 NA NA NA NA 1333 NA NA NA NA 892 NA NA NA
1706479200.0 12434.512 NA 503 186 0 NA NA 1571 1169 0 NA NA 1302 264 83 NA NA 904 281 109 NA
1706479200.0 12434.513 NA 491 NA NA NA NA 1581 NA NA NA NA 1270 NA NA NA NA 902 NA NA NA
1706479200.0 12434.514 NA 504 152 NA NA NA 1616 1128 NA NA NA 1295 139 NA NA NA 889 513 NA NA
1706479200.0 12434.522 NA 505 184 0 NA NA 1579 1139 0 NA NA 1273 266 88 NA NA 825 471 111 NA
1706479200.0 12434.523 NA 503 185 0 NA NA 1591 1142 0 NA NA 1302 270 85 NA NA 887 363 105 NA
1706479200.0 12434.524 NA 496 146 NA NA NA 1597 1091 NA NA NA 1358 139 NA NA NA 888 567 NA NA
1706479200.0 12434.582 NA 474 NA NA NA NA 1542 NA NA NA NA 1267 NA NA NA NA 935 NA NA NA
1706479200.0 12434.583 NA 501 273 0 NA NA 1616 1330 0 NA NA 1297 351 240 NA NA 876 400 268 NA
1706479200.0 12434.586 NA 496 258 0 NA NA 1585 1327 0 NA NA 1281 341 227 NA NA 905 318 258 NA
1706479200.0 12434.587 NA 496 272 0 NA NA 1600 1335 0 NA NA 1326 352 228 NA NA 902 323 258 NA
1706479200.0 12434.592 NA 478 NA NA NA NA 1558 NA NA NA NA 1225 NA NA NA NA 914 NA NA NA
1706479200.0 12434.593 NA 501 640 0 NA NA 1600 1745 0 NA NA 1240 1283 443 NA NA 835 1092 467 NA
1706479200.0 12434.596 NA 500 627 0 NA NA 1591 1729 0 NA NA 1237 1295 466 NA NA 818 1131 495 NA
1706479200.0 12434.597 NA 480 NA NA NA NA 1545 NA NA NA NA 1193 NA NA NA NA 901 NA NA NA
1706479200.0 12450.502 NA 486 208 0 NA NA 1591 1233 0 NA NA 1309 265 232 NA NA 941 279 255 NA
1706479200.0 12450.503 NA 484 217 0 NA NA 1574 1245 0 NA NA 1221 275 240 NA NA 861 442 261 NA
1706479200.0 12450.504 NA 483 169 NA NA NA 1590 1195 NA NA NA 1296 142 NA NA NA 868 603 NA NA
1706479200.0 12450.506 NA 428 NA NA NA NA 1513 NA NA NA NA 1176 NA NA NA NA 903 NA NA NA
1706479200.0 12450.507 NA 486 215 0 NA NA 1591 1241 0 NA NA 1221 271 300 NA NA 913 283 326 NA
1706479200.0 12450.508 NA 482 168 NA NA NA 1548 1190 NA NA NA 1286 141 NA NA NA 882 575 NA NA
1706479200.0 141.008506 NA 449 218 0 NA NA 1576 1274 0 NA NA 2042 494 84 NA NA 1421 321 109 NA
1706479200.0 141.008507 NA 453 238 0 NA NA 1581 1287 0 NA NA 2085 704 89 NA NA 1337 380 113 NA
1706479200.0 141.008508 NA 452 172 NA NA NA 1568 1213 NA NA NA 1942 154 NA NA NA 1410 172 NA NA
1706479200.0 141.008512 NA 450 192 0 NA NA 1574 1165 0 NA NA 1941 290 86 NA NA 1382 269 106 NA
1706479200.0 141.008513 NA 449 197 0 NA NA 1580 1173 0 NA NA 1943 351 90 NA NA 1338 288 112 NA
1706479200.0 141.008514 NA 458 156 NA NA NA 1570 1128 NA NA NA 1966 144 NA NA NA 1293 165 NA NA
1706479200.0 141.008522 NA 453 193 0 NA NA 1593 1148 0 NA NA 1994 309 83 NA NA 1146 265 106 NA
1706479200.0 141.008523 NA 451 194 0 NA NA 1593 1146 0 NA NA 1986 346 87 NA NA 1361 271 109 NA
1706479200.0 141.008524 NA 448 151 NA NA NA 1583 1093 NA NA NA 2004 145 NA NA NA 1367 164 NA NA
1706479200.0 141.008583 NA 246 0 NA NA NA 1346 0 NA NA NA 929 127 NA NA NA 655 602 NA NA
1706479200.0 160.03502 168 269 138 518 183 261 353 185 1699 255 1918 215 80 816 187 2523 201 286 648 201
