Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1706911200.0 12434.502 NA 487 197 0 NA NA 1312 935 0 NA NA 1229 409 292 NA NA 730 579 405 NA
1706911200.0 12434.503 NA 494 207 0 NA NA 1311 959 0 NA NA 1225 439 290 NA NA 728 583 399 NA
1706911200.0 12434.504 NA 489 153 NA NA NA 1321 902 NA NA NA 1246 231 NA NA NA 744 336 NA NA
1706911200.0 12434.506 NA 490 198 0 NA NA 1313 933 0 NA NA 1228 422 337 NA NA 755 566 449 NA
1706911200.0 12434.507 NA 452 205 0 NA NA 1310 958 0 NA NA 1260 433 344 NA NA 755 591 448 NA
1706911200.0 12434.508 NA 485 156 NA NA NA 1302 897 NA NA NA 1238 231 NA NA NA 728 345 NA NA
1706911200.0 12434.512 NA 491 173 0 NA NA 1302 750 0 NA NA 1198 415 160 NA NA 730 585 270 NA
1706911200.0 12434.513 NA 487 177 0 NA NA 1305 763 0 NA NA 1241 401 164 NA NA 735 552 270 NA
1706911200.0 12434.514 NA 490 139 NA NA NA 1316 711 NA NA NA 1233 225 NA NA NA 746 345 NA NA
1706911200.0 12434.522 NA 490 171 0 NA NA 1313 730 0 NA NA 1221 410 172 NA NA 749 574 272 NA
1706911200.0 12434.523 NA 490 173 0 NA NA 1314 732 0 NA NA 1225 404 156 NA NA 724 564 256 NA
1706911200.0 12434.524 NA 488 136 NA NA NA 1324 687 NA NA NA 1236 207 NA NA NA 738 309 NA NA
1706911200.0 12434.582 NA 492 247 0 NA NA 1322 1019 0 NA NA 1207 499 296 NA NA 726 595 403 NA
1706911200.0 12434.583 NA 492 258 0 NA NA 1308 1050 0 NA NA 1223 496 314 NA NA 737 597 420 NA
1706911200.0 12434.586 NA 454 244 0 NA NA 1306 1022 0 NA NA 1224 486 300 NA NA 727 585 406 NA
1706911200.0 12434.587 NA 488 260 0 NA NA 1317 1034 0 NA NA 1236 519 314 NA NA 751 641 424 NA
1706911200.0 12434.592 NA 487 613 0 NA NA 1288 1427 0 NA NA 1236 1542 573 NA NA 966 1578 679 NA
1706911200.0 12434.593 NA 490 622 0 NA NA 1321 1416 0 NA NA 1216 1589 571 NA NA 713 1559 672 NA
1706911200.0 12434.596 NA 491 611 0 NA NA 1321 1439 0 NA NA 1206 1567 584 NA NA 731 1597 703 NA
1706911200.0 12434.597 NA 495 603 0 NA NA 1316 1488 0 NA NA 1220 1604 598 NA NA 730 1581 706 NA
1706911200.0 12450.502 NA 475 195 0 NA NA 1297 934 0 NA NA 1187 425 298 NA NA 735 591 396 NA
1706911200.0 12450.503 NA 475 203 0 NA NA 1294 947 0 NA NA 1200 429 312 NA NA 755 619 408 NA
1706911200.0 12450.504 NA 476 156 NA NA NA 1301 894 NA NA NA 1195 208 NA NA NA 719 317 NA NA
1706911200.0 12450.506 NA 473 193 0 NA NA 1290 935 0 NA NA 1213 398 362 NA NA 956 565 473 NA
1706911200.0 12450.507 NA 449 203 0 NA NA 1271 953 0 NA NA 1194 431 365 NA NA 729 589 476 NA
1706911200.0 12450.508 NA 475 154 NA NA NA 1296 899 NA NA NA 1195 220 NA NA NA 715 321 NA NA
1706911200.0 141.008506 NA 396 202 0 NA NA 1275 944 0 NA NA 2110 685 169 NA NA 950 585 272 NA
1706911200.0 141.008507 NA 439 218 0 NA NA 1274 980 0 NA NA 2092 878 178 NA NA 941 627 275 NA
1706911200.0 141.008508 NA 443 157 NA NA NA 1269 906 NA NA NA 2029 235 NA NA NA 925 344 NA NA
1706911200.0 141.008512 NA 442 181 0 NA NA 1286 757 0 NA NA 2074 423 162 NA NA 930 516 273 NA
1706911200.0 141.008513 NA 429 182 0 NA NA 1265 765 0 NA NA 2130 477 163 NA NA 960 535 260 NA
1706911200.0 141.008514 NA 440 143 NA NA NA 1268 714 NA NA NA 2082 228 NA NA NA 934 339 NA NA
1706911200.0 141.008522 NA 443 179 0 NA NA 1274 745 0 NA NA 2050 460 154 NA NA 924 547 266 NA
1706911200.0 141.008523 NA 444 181 0 NA NA 1285 748 0 NA NA 2028 475 168 NA NA 912 508 289 NA
1706911200.0 141.008524 NA 445 140 NA NA NA 1283 687 NA NA NA 2113 220 NA NA NA 937 322 NA NA
1706911200.0 141.008583 NA 234 0 NA NA NA 1021 0 NA NA NA 903 191 NA NA NA 638 292 NA NA
1706911200.0 160.03502 134 223 104 462 180 218 320 147 1375 253 678 211 300 791 267 1031 260 741 935 343
