Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1706738400.0 12434.502 NA 498 209 0 NA NA 1593 1236 0 NA NA 1287 279 212 NA NA 940 294 235 NA
1706738400.0 12434.503 NA 485 219 0 NA NA 1571 1247 0 NA NA 1282 277 214 NA NA 909 287 240 NA
1706738400.0 12434.504 NA 507 167 NA NA NA 1593 1192 NA NA NA 1221 142 NA NA NA 1010 264 NA NA
1706738400.0 12434.506 NA 426 NA NA NA NA 1482 NA NA NA NA 1156 NA NA NA NA 996 NA NA NA
1706738400.0 12434.507 NA 499 220 0 NA NA 1598 1260 0 NA NA 1258 280 274 NA NA 971 292 296 NA
1706738400.0 12434.508 NA 503 169 NA NA NA 1610 1189 NA NA NA 1301 142 NA NA NA 1029 261 NA NA
1706738400.0 12434.512 NA 475 NA NA NA NA 1579 NA NA NA NA 1140 NA NA NA NA 964 NA NA NA
1706738400.0 12434.513 NA 483 189 0 NA NA 1590 1170 0 NA NA 1281 263 83 NA NA 967 292 106 NA
1706738400.0 12434.514 NA 474 NA NA NA NA 1568 NA NA NA NA 1161 NA NA NA NA 995 NA NA NA
1706738400.0 12434.522 NA 470 NA NA NA NA 1566 NA NA NA NA 1209 NA NA NA NA 1013 NA NA NA
1706738400.0 12434.523 NA 500 186 0 NA NA 1616 1145 0 NA NA 1250 269 85 NA NA 1012 277 107 NA
1706738400.0 12434.524 NA 493 148 NA NA NA 1601 1089 NA NA NA 1253 136 NA NA NA 912 325 NA NA
1706738400.0 12434.582 NA 495 259 0 NA NA 1602 1325 0 NA NA 1221 339 226 NA NA 909 322 250 NA
1706738400.0 12434.583 NA 502 273 0 NA NA 1618 1340 0 NA NA 1256 345 219 NA NA 1021 318 247 NA
1706738400.0 12434.586 NA 500 259 0 NA NA 1583 1313 0 NA NA 1249 337 222 NA NA 965 315 246 NA
1706738400.0 12434.587 NA 503 272 0 NA NA 1613 1329 0 NA NA 1270 344 225 NA NA 1018 312 252 NA
1706738400.0 12434.592 NA 472 NA NA NA NA 1542 NA NA NA NA 1137 NA NA NA NA 996 NA NA NA
1706738400.0 12434.593 NA 504 NA NA NA NA 1585 NA NA NA NA 1282 NA NA NA NA 1002 NA NA NA
1706738400.0 12434.596 NA 467 NA NA NA NA 1504 NA NA NA NA 1150 NA NA NA NA 1005 NA NA NA
1706738400.0 12434.597 NA 428 NA NA NA NA 1468 NA NA NA NA 1135 NA NA NA NA 963 NA NA NA
1706738400.0 12450.502 NA 486 207 0 NA NA 1574 1230 0 NA NA 1313 264 238 NA NA 988 285 262 NA
1706738400.0 12450.503 NA 490 219 0 NA NA 1584 1244 0 NA NA 1214 268 235 NA NA 964 283 260 NA
1706738400.0 12450.504 NA 484 168 NA NA NA 1582 1199 NA NA NA 1233 136 NA NA NA 965 285 NA NA
1706738400.0 12450.506 NA 485 208 0 NA NA 1579 1234 0 NA NA 1248 266 292 NA NA 1007 276 320 NA
1706738400.0 12450.507 NA 487 217 0 NA NA 1559 1242 0 NA NA 1332 273 284 NA NA 1013 297 307 NA
1706738400.0 12450.508 NA 466 NA NA NA NA 1542 NA NA NA NA 1168 NA NA NA NA 1006 NA NA NA
1706738400.0 141.008506 NA 448 219 0 NA NA 1571 1275 0 NA NA 1961 504 82 NA NA 1126 329 108 NA
1706738400.0 141.008507 NA 448 234 0 NA NA 1584 1293 0 NA NA 1968 711 90 NA NA 1118 391 113 NA
1706738400.0 141.008508 NA 453 170 NA NA NA 1573 1206 NA NA NA 1931 151 NA NA NA 1214 168 NA NA
1706738400.0 141.008512 NA 447 193 0 NA NA 1576 1166 0 NA NA 1979 292 83 NA NA 1243 274 112 NA
1706738400.0 141.008513 NA 453 196 0 NA NA 1603 1176 0 NA NA 2037 349 87 NA NA 1147 292 118 NA
1706738400.0 141.008514 NA 451 154 NA NA NA 1586 1126 NA NA NA 2005 141 NA NA NA 1193 160 NA NA
1706738400.0 141.008522 NA 449 193 0 NA NA 1570 1142 0 NA NA 1936 312 81 NA NA 1123 273 104 NA
1706738400.0 141.008523 NA 452 NA NA NA NA 1579 NA NA NA NA 1275 NA NA NA NA 1079 NA NA NA
1706738400.0 141.008524 NA 448 152 NA NA NA 1609 1094 NA NA NA 2034 142 NA NA NA 1184 161 NA NA
1706738400.0 141.008583 NA 247 0 NA NA NA 1324 0 NA NA NA 801 132 NA NA NA 504 255 NA NA
1706738400.0 160.03502 172 339 195 638 193 334 459 285 1869 270 5447 656 104 3889 246 5857 628 219 1815 249
