Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1706911200.0 1.0 244 333 0 NA NA NA NA 2097390 2097360 0 NA NA NA NA 2425 859 0 NA NA NA NA 1542 738 0 NA NA NA NA
1706911200.0 10.0 NA 377 0 NA NA NA NA NA 2097390 0 NA NA NA NA NA 5133 0 NA NA NA NA NA 1663 0 NA NA NA NA
1706911200.0 1000.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1706911200.0 10001.0 NA 490 0 NA NA NA NA NA 2097410 0 NA NA NA NA NA 4441 0 NA NA NA NA NA 1507 0 NA NA NA NA
1706911200.0 10002.0 NA 472 0 NA NA NA NA NA 2097410 0 NA NA NA NA NA 4465 0 NA NA NA NA NA 1523 0 NA NA NA NA
1706911200.0 10003.0 NA 482 0 NA NA NA NA NA 2097420 0 NA NA NA NA NA 4473 0 NA NA NA NA NA 1535 0 NA NA NA NA
1706911200.0 10004.0 NA 494 0 NA NA NA NA NA 2097410 0 NA NA NA NA NA 4595 0 NA NA NA NA NA 1688 0 NA NA NA NA
1706911200.0 10005.0 NA 454 749 0 267 301 NA NA 2097410 2097590 0 2097350 2097380 NA NA 4457 3256 1086 647 881 NA NA 1637 3034 1144 692 882 NA
1706911200.0 10006.0 NA 494 0 NA NA NA NA NA 2097410 0 NA NA NA NA NA 4427 0 NA NA NA NA NA 1507 0 NA NA NA NA
1706911200.0 10007.0 NA 470 0 NA NA NA NA NA 2097410 0 NA NA NA NA NA 4548 0 NA NA NA NA NA 1677 0 NA NA NA NA
1706911200.0 10008.0 NA 466 0 NA NA NA NA NA 2097410 0 NA NA NA NA NA 4568 0 NA NA NA NA NA 1586 0 NA NA NA NA
1706911200.0 10009.0 NA 482 0 NA NA NA NA NA 2097410 0 NA NA NA NA NA 4603 0 NA NA NA NA NA 1604 0 NA NA NA NA
1706911200.0 1001.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1706911200.0 1001.2 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1706911200.0 1001.3 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1706911200.0 1002.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1706911200.0 1002.3 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1706911200.0 1002.4 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1706911200.0 10023.0 NA 471 0 NA NA NA NA NA 2097410 0 NA NA NA NA NA 4568 0 NA NA NA NA NA 1798 0 NA NA NA NA
1706911200.0 10024.0 NA 473 0 NA NA NA NA NA 2097420 0 NA NA NA NA NA 4644 0 NA NA NA NA NA 1719 0 NA NA NA NA
1706911200.0 10024.1 NA 505 0 NA NA NA NA NA 2097420 0 NA NA NA NA NA 4663 0 NA NA NA NA NA 1586 0 NA NA NA NA
1706911200.0 10024.2 NA 500 0 NA NA NA NA NA 2097420 0 NA NA NA NA NA 4624 0 NA NA NA NA NA 1535 0 NA NA NA NA
1706911200.0 10024.3 NA 490 0 NA NA NA NA NA 2097420 0 NA NA NA NA NA 4748 0 NA NA NA NA NA 1753 0 NA NA NA NA
1706911200.0 10024.4 NA 497 0 NA NA NA NA NA 2097420 0 NA NA NA NA NA 4639 0 NA NA NA NA NA 1597 0 NA NA NA NA
1706911200.0 10025.0 NA 487 0 NA NA NA NA NA 2097420 0 NA NA NA NA NA 4493 0 NA NA NA NA NA 1520 0 NA NA NA NA
1706911200.0 10026.0 NA 493 0 NA NA NA NA NA 2097420 0 NA NA NA NA NA 4672 0 NA NA NA NA NA 1577 0 NA NA NA NA
1706911200.0 1003.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1706911200.0 1004.0 NA 445 253 0 0 0 0 NA 2097470 2097350 0 0 0 0 NA 2095 393 103 186 314 312 NA 2030 571 151 344 409 345
1706911200.0 10042.0 NA 465 0 NA NA NA NA NA 2097410 0 NA NA NA NA NA 4817 0 NA NA NA NA NA 1690 0 NA NA NA NA
1706911200.0 1005.0 NA 325 242 0 0 NA NA NA 2097420 2097380 0 0 NA NA NA 949 394 195 243 NA NA NA 1396 924 608 940 NA NA
1706911200.0 10059.0 NA 489 0 NA NA NA NA NA 2097420 0 NA NA NA NA NA 4833 0 NA NA NA NA NA 1641 0 NA NA NA NA
1706911200.0 10071.0 NA 489 0 NA NA NA NA NA 2097420 0 NA NA NA NA NA 4634 0 NA NA NA NA NA 1719 0 NA NA NA NA
1706911200.0 101.0 339 NA NA NA NA NA NA 2097420 NA NA NA NA NA NA 1875 NA NA NA NA NA NA 1704 NA NA NA NA NA NA
1706911200.0 1010.0 NA 160 196 0 NA NA NA NA 2097320 2097310 0 NA NA NA NA 193 343 324 NA NA NA NA 332 460 568 NA NA NA
1706911200.0 102.0 333 NA NA NA NA NA NA 2097410 NA NA NA NA NA NA 1737 NA NA NA NA NA NA 1507 NA NA NA NA NA NA
1706911200.0 1020.0 NA 170 143 0 165 NA NA NA 2097330 2097320 0 2097330 NA NA NA 259 181 110 267 NA NA NA 365 241 154 533 NA NA
1706911200.0 10224.0 NA 738 0 NA NA NA NA NA 2097470 0 NA NA NA NA NA 9376 0 NA NA NA NA NA 3486 0 NA NA NA NA
