Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1707084000.0 129.0 131 178 332 NA NA NA 212 252 482 NA NA NA 456 293 1437 NA NA NA 701 343 2365 NA NA NA
1707084000.0 130.0 134 179 349 NA NA NA 215 251 499 NA NA NA 492 297 1386 NA NA NA 804 414 1638 NA NA NA
1707084000.0 1301.0 160 214 312 NA NA NA 255 299 457 NA NA NA 1261 341 943 NA NA NA 985 907 1371 NA NA NA
1707084000.0 1307.0 NA 214 251 102 0 NA NA 306 384 168 0 NA NA 302 509 162 214 NA NA 420 563 251 360 NA
1707084000.0 1308.0 NA 214 248 101 0 NA NA 296 377 167 0 NA NA 283 438 164 203 NA NA 400 520 269 364 NA
1707084000.0 1311.0 NA 228 413 0 129 NA NA 321 565 0 188 NA NA 331 1186 363 270 NA NA 443 1803 449 481 NA
1707084000.0 1325.1 NA 235 249 0 NA NA NA 325 384 0 NA NA NA 330 556 330 NA NA NA 331 692 450 NA NA
1707084000.0 1325.3 NA 235 241 0 NA NA NA 319 372 0 NA NA NA 329 559 310 NA NA NA 329 1388 435 NA NA
1707084000.0 1325.5 NA 252 0 NA NA NA NA 351 0 NA NA NA NA 1512 155 NA NA NA NA 1239 250 NA NA NA
1707084000.0 1325.51 NA 238 0 NA NA NA NA 334 0 NA NA NA NA 1458 166 NA NA NA NA 1757 322 NA NA NA
1707084000.0 1325.516 NA 236 0 NA NA NA NA 344 0 NA NA NA NA 1635 160 NA NA NA NA 1417 280 NA NA NA
1707084000.0 1325.5161 NA 242 0 NA NA NA NA 355 0 NA NA NA NA 1639 152 NA NA NA NA 1339 212 NA NA NA
1707084000.0 1325.517 NA 245 0 NA NA NA NA 338 0 NA NA NA NA 1615 152 NA NA NA NA 1359 217 NA NA NA
1707084000.0 1325.518 NA 270 0 NA NA NA NA 366 0 NA NA NA NA 1979 160 NA NA NA NA 1573 256 NA NA NA
1707084000.0 134.0 NA 371 89 0 NA NA NA 527 152 0 NA NA NA 2659 145 72 NA NA NA 2719 379 139 NA NA
1707084000.0 135.13 397 0 NA NA NA NA 571 0 NA NA NA NA 838 313 NA NA NA NA 780 472 NA NA NA NA
1707084000.0 135.2 353 0 190 160 NA NA 482 0 283 244 NA NA 764 209 564 371 NA NA 1284 259 715 415 NA NA
1707084000.0 136.72411 NA 234 0 NA NA NA NA 346 0 NA NA NA NA 1526 145 NA NA NA NA 1317 197 NA NA NA
1707084000.0 136.72412 NA 251 0 NA NA NA NA 364 0 NA NA NA NA 1704 153 NA NA NA NA 1784 267 NA NA NA
1707084000.0 136.733 NA 260 133 0 NA NA NA 399 208 0 NA NA NA 787 250 198 NA NA NA 699 439 280 NA NA
