Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1707084000.0 10824.502 261 169 0 858 829 0 1594 573 219 1369 1280 339
1707084000.0 10824.503 284 179 0 854 850 0 1629 564 221 1762 953 338
1707084000.0 10824.504 290 117 NA 845 785 NA 1595 299 NA 1077 507 NA
1707084000.0 10824.506 292 168 0 848 827 0 1594 558 224 1267 936 336
1707084000.0 10824.507 289 176 0 841 853 0 1609 564 223 1323 956 326
1707084000.0 10824.508 291 116 NA 849 779 NA 1605 300 NA 1144 548 NA
1707084000.0 10824.512 285 102 0 857 706 0 1604 367 179 1349 568 299
1707084000.0 10824.513 255 146 0 852 705 0 1592 362 173 1205 573 275
1707084000.0 10824.514 293 108 NA 856 663 NA 1621 167 NA 1086 275 NA
1707084000.0 10824.522 258 135 0 852 674 0 1602 347 179 1231 550 289
1707084000.0 10824.523 285 138 0 849 679 0 1599 353 177 1250 546 288
1707084000.0 10824.524 294 103 NA 851 629 NA 1560 175 NA 1001 285 NA
1707084000.0 10824.582 290 214 0 852 901 0 1591 640 249 1057 1346 376
1707084000.0 10824.583 284 225 0 850 909 0 1639 643 253 1271 1453 373
1707084000.0 10824.586 285 214 0 852 899 0 1626 653 250 1808 1384 376
1707084000.0 10824.587 233 225 0 859 916 0 1603 653 258 1398 1340 388
1707084000.0 10824.592 256 494 0 847 1259 0 1591 1917 412 1697 3621 864
1707084000.0 10824.593 283 542 0 850 1277 0 1627 1926 400 1790 2979 478
1707084000.0 10824.596 278 531 0 846 1265 0 1621 1915 411 1564 2665 879
1707084000.0 10824.597 280 515 0 854 1273 0 1625 1919 400 1555 3029 472
1707084000.0 10842.502 256 162 0 842 826 0 1559 541 209 1248 1246 321
1707084000.0 10842.503 294 176 0 851 851 0 1577 533 209 1283 913 315
1707084000.0 10842.504 284 115 NA 840 778 NA 1631 302 NA 1156 525 NA
1707084000.0 10842.506 281 167 0 842 827 0 1588 530 208 1090 933 307
1707084000.0 10842.507 281 175 0 846 845 0 1579 549 221 1122 961 339
1707084000.0 10842.508 292 117 NA 846 779 NA 1582 301 NA 1089 663 NA
1707084000.0 11634.502 266 175 0 825 842 0 439 425 218 555 914 331
1707084000.0 11634.503 260 181 0 820 851 0 434 427 206 575 608 282
1707084000.0 11634.504 268 119 NA 833 796 NA 406 170 NA 493 251 NA
1707084000.0 11634.506 273 176 0 833 843 0 419 418 219 784 585 327
1707084000.0 11634.507 272 181 0 835 854 0 417 442 226 759 656 334
1707084000.0 11634.508 260 116 NA 823 797 NA 427 187 NA 702 668 NA
1707084000.0 11634.512 267 142 0 825 710 0 434 372 171 505 581 277
1707084000.0 11634.513 275 147 0 822 710 0 409 373 181 463 577 295
1707084000.0 11634.514 274 104 NA 827 664 NA 423 167 NA 436 622 NA
1707084000.0 11634.522 263 141 0 836 676 0 424 353 191 535 973 313
1707084000.0 11634.523 271 140 0 827 676 0 417 351 175 731 539 288
1707084000.0 11634.524 272 104 NA 829 632 NA 424 159 NA 456 235 NA
1707084000.0 11634.582 267 217 0 835 904 0 428 499 229 614 970 302
1707084000.0 11634.583 268 231 0 838 926 0 433 512 240 516 975 325
1707084000.0 11634.586 268 219 0 841 901 0 429 502 246 504 675 355
1707084000.0 11634.587 268 232 0 834 910 0 426 482 251 788 919 362
1707084000.0 11634.592 233 410 0 833 1291 0 436 1866 405 826 3312 505
1707084000.0 11634.593 248 512 0 833 1284 0 427 1831 401 823 2774 480
1707084000.0 11634.596 251 415 0 827 1261 0 427 1825 402 855 3295 494
1707084000.0 11634.597 263 501 0 827 1286 0 427 1684 401 561 2317 690
1707084000.0 11650.502 257 172 0 833 839 0 408 412 212 782 915 319
1707084000.0 11650.503 259 181 0 822 855 0 420 411 224 742 663 344
1707084000.0 11650.504 258 113 NA 829 796 NA 414 184 NA 706 326 NA
1707084000.0 11650.506 260 172 0 822 847 0 417 407 215 494 598 319
1707084000.0 11650.507 265 180 0 832 855 0 422 406 224 536 585 335
1707084000.0 11650.508 258 116 NA 825 795 NA 424 184 NA 472 643 NA
1707084000.0 12434.502 446 186 0 1199 864 0 2201 456 220 1113 916 335
1707084000.0 12434.503 447 193 0 1192 887 0 2185 445 205 1153 854 306
1707084000.0 12434.504 448 152 NA 1212 825 NA 2195 266 NA 1139 385 NA
1707084000.0 12434.506 442 194 0 1198 864 0 2194 453 225 1112 938 342
1707084000.0 12434.507 447 193 0 1184 889 0 2188 425 229 1171 484 364
1707084000.0 12434.508 446 152 NA 1208 821 NA 2139 239 NA 974 288 NA
1707084000.0 12434.512 453 175 0 1183 743 0 2205 418 178 1129 898 289
1707084000.0 12434.513 449 179 0 1191 747 0 2163 401 174 1034 458 280
1707084000.0 12434.514 445 140 NA 1204 688 NA 2133 224 NA 974 274 NA
1707084000.0 12434.522 444 174 0 1204 711 0 2158 393 186 1051 432 300
1707084000.0 12434.523 454 174 0 1202 723 0 2174 410 176 1031 772 281
1707084000.0 12434.524 448 135 NA 1183 671 NA 2205 257 NA 1131 378 NA
1707084000.0 12434.582 446 232 0 1190 921 0 2164 552 247 1040 1016 361
1707084000.0 12434.583 446 255 0 1212 935 0 2266 610 233 1479 813 308
1707084000.0 12434.586 446 233 0 1188 928 0 2175 518 246 1087 878 372
1707084000.0 12434.587 444 253 0 1215 936 0 2205 563 255 1110 1004 381
1707084000.0 12434.592 449 585 0 1210 1348 0 2155 1920 491 1020 2234 668
1707084000.0 12434.593 448 594 0 1183 1347 0 2177 2122 517 1097 3125 731
1707084000.0 12434.596 437 584 0 1197 1351 0 2228 2084 513 1205 3017 692
1707084000.0 12434.597 432 482 0 1199 1399 0 2206 2128 518 1164 3339 683
1707084000.0 12450.502 430 191 0 1183 867 0 2143 425 207 1052 823 312
1707084000.0 12450.503 430 202 0 1188 888 0 2178 422 216 1110 870 365
1707084000.0 12450.504 427 145 NA 1177 813 NA 2166 244 NA 1189 684 NA
1707084000.0 12450.506 398 194 0 1194 873 0 2140 409 212 1023 468 317
1707084000.0 12450.507 428 204 0 1181 869 0 2169 421 222 1113 815 336
1707084000.0 12450.508 437 149 NA 1193 826 NA 2099 227 NA 964 273 NA
1707084000.0 136.885502 133 158 0 255 823 0 434 581 168 645 882 277
1707084000.0 136.885512 173 138 0 256 702 0 456 390 183 1034 531 303
1707084000.0 136.885522 168 132 0 241 668 0 448 398 170 1192 517 641
1707084000.0 136.888502 167 158 0 244 817 0 482 595 144 808 960 190
1707084000.0 136.888512 168 139 0 243 704 0 482 403 178 1652 559 292
1707084000.0 136.888522 174 133 0 245 672 0 461 400 157 705 501 224
1707084000.0 140.065506 411 196 0 1183 872 0 2773 699 143 1269 1082 205
1707084000.0 140.065512 396 167 0 1165 731 0 2766 465 182 1267 824 306
1707084000.0 140.065522 412 174 0 1164 717 0 2765 562 171 1267 987 285
