Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1706738400.0 10824.502 305 180 0 1260 1202 0 962 264 110 1358 452 132
1706738400.0 10824.503 306 189 0 1268 1204 0 956 257 112 1426 434 143
1706738400.0 10824.504 306 85 NA 1262 1153 NA 960 136 NA 1359 297 NA
1706738400.0 10824.506 306 179 0 1263 1196 0 953 249 113 1320 442 136
1706738400.0 10824.507 306 185 0 1275 1210 0 961 266 117 1358 449 139
1706738400.0 10824.508 306 81 NA 1280 1147 NA 948 128 NA 1427 268 NA
1706738400.0 10824.512 307 154 0 1267 1127 0 1096 204 85 1397 313 124
1706738400.0 10824.513 306 156 0 1273 1131 0 974 200 85 1427 286 124
1706738400.0 10824.514 306 117 NA 1264 1086 NA 973 90 NA 1426 151 NA
1706738400.0 10824.522 306 146 0 1263 1085 0 974 190 91 1397 284 134
1706738400.0 10824.523 306 149 0 1271 1094 0 962 195 88 1315 296 142
1706738400.0 10824.524 304 111 NA 1289 1046 NA 939 96 NA 1324 170 NA
1706738400.0 10824.582 306 224 0 1260 1280 0 944 315 127 1369 473 155
1706738400.0 10824.583 303 238 0 1271 1294 0 962 317 133 1397 473 161
1706738400.0 10824.586 307 225 0 1260 1291 0 943 307 126 1397 466 158
1706738400.0 10824.587 308 239 0 1272 1291 0 939 312 132 1358 475 164
1706738400.0 10824.592 307 560 0 1281 1651 0 979 1070 229 1426 1042 251
1706738400.0 10824.593 306 567 0 1275 1647 0 960 1080 230 1358 1029 256
1706738400.0 10824.596 307 556 0 1270 1669 0 950 1068 230 1358 1029 257
1706738400.0 10824.597 303 570 0 1255 1650 0 934 1079 229 1396 1042 249
1706738400.0 10842.502 302 179 0 1265 1197 0 957 247 108 1315 440 129
1706738400.0 10842.503 295 184 0 1248 1208 0 924 250 110 1369 449 131
1706738400.0 10842.504 300 83 NA 1268 1151 NA 945 134 NA 1314 303 NA
1706738400.0 10842.506 302 177 0 1254 1199 0 929 251 108 1306 446 130
1706738400.0 10842.507 295 185 0 1263 1207 0 944 257 111 1285 447 135
1706738400.0 10842.508 301 85 NA 1263 1148 NA 962 132 NA 1320 295 NA
1706738400.0 11634.502 284 184 0 1242 1208 0 298 226 123 569 400 180
1706738400.0 11634.503 282 194 0 1250 1218 0 297 237 128 566 404 185
1706738400.0 11634.504 286 130 NA 1238 1157 NA 295 114 NA 565 375 NA
1706738400.0 11634.506 284 185 0 1236 1214 0 295 242 126 564 410 182
1706738400.0 11634.507 284 192 0 1244 1209 0 293 233 134 543 401 190
1706738400.0 11634.508 283 130 NA 1254 1153 NA 299 126 NA 577 375 NA
1706738400.0 11634.512 283 153 0 1245 1128 0 300 199 92 591 384 149
1706738400.0 11634.513 283 155 0 1236 1135 0 296 203 95 569 385 150
1706738400.0 11634.514 284 117 NA 1251 1085 NA 298 113 NA 586 351 NA
1706738400.0 11634.522 283 149 0 1245 1091 0 297 187 97 575 373 154
1706738400.0 11634.523 285 151 0 1251 1096 0 303 189 95 583 373 149
1706738400.0 11634.524 284 113 NA 1238 1048 NA 303 110 NA 579 339 NA
1706738400.0 11634.582 283 185 0 1254 1290 0 290 288 143 556 440 205
1706738400.0 11634.583 287 196 0 1249 1292 0 299 299 150 543 448 206
1706738400.0 11634.586 284 233 0 1250 1289 0 296 284 144 591 425 202
1706738400.0 11634.587 284 197 0 1244 1298 0 294 296 149 554 442 207
1706738400.0 11634.592 285 557 0 1237 1661 0 296 1087 241 583 1107 268
1706738400.0 11634.593 282 566 0 1241 1648 0 297 1106 241 556 1106 269
1706738400.0 11634.596 285 555 0 1241 1666 0 300 1092 240 556 1107 267
1706738400.0 11634.597 283 566 0 1252 1667 0 296 1146 245 543 1114 268
1706738400.0 11650.502 277 184 0 1228 1215 0 292 225 118 555 406 175
1706738400.0 11650.503 280 188 0 1234 1210 0 280 230 130 579 401 189
1706738400.0 11650.504 276 132 NA 1235 1158 NA 273 121 NA 508 437 NA
1706738400.0 11650.506 280 181 0 1240 1204 0 285 223 124 556 403 179
1706738400.0 11650.507 283 195 0 1242 1221 0 289 235 131 527 411 186
1706738400.0 11650.508 280 131 NA 1250 1165 NA 288 119 NA 562 370 NA
1706738400.0 12434.502 486 204 0 1585 1222 0 1467 283 111 1137 383 136
1706738400.0 12434.503 488 212 0 1581 1235 0 1410 287 118 1067 391 145
1706738400.0 12434.504 485 163 NA 1580 1188 NA 1422 166 NA 1041 242 NA
1706738400.0 12434.506 486 204 0 1580 1225 0 1429 286 116 1136 389 141
1706738400.0 12434.507 418 NA NA 1499 NA NA 1191 NA NA 1053 NA NA
1706738400.0 12434.508 418 NA NA 1462 NA NA 1254 NA NA 1065 NA NA
1706738400.0 12434.512 488 184 0 1603 1160 0 1432 259 87 1142 370 114
1706738400.0 12434.513 418 NA NA 1476 NA NA 1234 NA NA 1055 NA NA
1706738400.0 12434.514 484 147 NA 1564 1118 NA 1406 143 NA 995 230 NA
1706738400.0 12434.522 480 NA NA 1554 NA NA 1467 NA NA 1043 NA NA
1706738400.0 12434.523 481 NA NA 1560 NA NA 1320 NA NA 1007 NA NA
1706738400.0 12434.524 484 145 NA 1572 1088 NA 1420 148 NA 1067 231 NA
1706738400.0 12434.582 409 NA NA 1423 NA NA 1222 NA NA 1052 NA NA
1706738400.0 12434.583 488 265 0 1561 1320 0 1434 351 136 1139 410 166
1706738400.0 12434.586 485 254 0 1561 1313 0 1442 337 133 1010 409 159
1706738400.0 12434.587 487 266 0 1547 1318 0 1418 351 138 1100 422 166
1706738400.0 12434.592 472 NA NA 1552 NA NA 1195 NA NA 1047 NA NA
1706738400.0 12434.593 418 NA NA 1461 NA NA 1214 NA NA 1054 NA NA
1706738400.0 12434.596 483 613 0 1563 1694 0 1420 1308 278 991 1170 302
1706738400.0 12434.597 484 626 0 1569 1714 0 1466 1284 280 1135 1152 312
1706738400.0 12450.502 473 194 0 1552 1214 0 1387 275 112 963 398 153
1706738400.0 12450.503 477 211 0 1563 1222 0 1408 278 113 991 370 141
1706738400.0 12450.504 474 161 NA 1556 1193 NA 1389 158 NA 1075 233 NA
1706738400.0 12450.506 403 NA NA 1413 NA NA 1230 NA NA 1051 NA NA
1706738400.0 12450.507 472 210 0 1567 1232 0 1445 277 115 1102 377 143
1706738400.0 12450.508 417 NA NA 1420 NA NA 1226 NA NA 1051 NA NA
1706738400.0 136.885502 172 161 0 246 1193 0 254 288 80 1175 407 106
1706738400.0 136.885512 172 145 0 249 1125 0 235 230 90 1271 307 157
1706738400.0 136.885522 172 138 0 250 1088 0 257 238 90 1214 281 167
1706738400.0 136.888502 170 163 0 245 1186 0 264 313 77 1271 407 102
1706738400.0 136.888512 171 144 0 244 1124 0 265 241 88 1271 293 164
