Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1706479200.0 12434.502 NA 461 209 0 NA NA 1613 1246 0 NA NA 1262 292 115 NA NA 882 417 146 NA
1706479200.0 12434.503 NA 446 220 0 NA NA 1590 1277 0 NA NA 1269 299 120 NA NA 871 416 148 NA
1706479200.0 12434.504 NA 465 164 NA NA NA 1594 1217 NA NA NA 1311 143 NA NA NA 939 187 NA NA
1706479200.0 12434.506 NA 459 210 0 NA NA 1610 1259 0 NA NA 1278 296 119 NA NA 885 415 151 NA
1706479200.0 12434.507 NA 461 220 0 NA NA 1593 1259 0 NA NA 1238 296 125 NA NA 814 417 152 NA
1706479200.0 12434.508 NA 454 166 NA NA NA 1590 1211 NA NA NA 1274 150 NA NA NA 889 204 NA NA
1706479200.0 12434.512 NA 465 189 0 NA NA 1620 1190 0 NA NA 1289 274 87 NA NA 907 404 121 NA
1706479200.0 12434.513 NA 466 192 0 NA NA 1615 1197 0 NA NA 1296 277 88 NA NA 921 404 121 NA
1706479200.0 12434.514 NA 465 152 NA NA NA 1605 1145 NA NA NA 1261 142 NA NA NA 888 196 NA NA
1706479200.0 12434.522 NA 492 184 0 NA NA 1589 1159 0 NA NA 1197 279 92 NA NA 757 394 124 NA
1706479200.0 12434.523 NA 464 187 0 NA NA 1639 1161 0 NA NA 1252 281 87 NA NA 878 401 120 NA
1706479200.0 12434.524 NA 462 147 NA NA NA 1597 1112 NA NA NA 1247 139 NA NA NA 844 194 NA NA
1706479200.0 12434.582 NA 465 255 0 NA NA 1615 1332 0 NA NA 1274 351 133 NA NA 925 438 156 NA
1706479200.0 12434.583 NA 464 273 0 NA NA 1603 1353 0 NA NA 1282 365 137 NA NA 882 442 163 NA
1706479200.0 12434.586 NA 464 256 0 NA NA 1609 1335 0 NA NA 1283 360 131 NA NA 930 438 157 NA
1706479200.0 12434.587 NA 463 271 0 NA NA 1601 1360 0 NA NA 1234 365 139 NA NA 902 439 163 NA
1706479200.0 12434.592 NA 463 626 0 NA NA 1603 1741 0 NA NA 1251 1309 281 NA NA 882 1138 304 NA
1706479200.0 12434.593 NA 443 640 0 NA NA 1603 1766 0 NA NA 1253 1331 282 NA NA 826 1143 306 NA
1706479200.0 12434.596 NA 462 624 0 NA NA 1596 1753 0 NA NA 1284 1304 282 NA NA 872 1135 305 NA
1706479200.0 12434.597 NA 463 639 0 NA NA 1602 1761 0 NA NA 1237 1305 281 NA NA 881 1137 304 NA
1706479200.0 12450.502 NA 449 206 0 NA NA 1573 1244 0 NA NA 1270 283 113 NA NA 918 405 144 NA
1706479200.0 12450.503 NA 447 220 0 NA NA 1583 1265 0 NA NA 1281 285 118 NA NA 820 406 146 NA
1706479200.0 12450.504 NA 447 167 NA NA NA 1612 1214 NA NA NA 1238 146 NA NA NA 843 199 NA NA
1706479200.0 12450.506 NA 447 208 0 NA NA 1596 1252 0 NA NA 1387 284 116 NA NA 825 406 147 NA
1706479200.0 12450.507 NA 447 217 0 NA NA 1587 1257 0 NA NA 1247 291 122 NA NA 872 410 149 NA
1706479200.0 12450.508 NA 449 167 NA NA NA 1579 1209 NA NA NA 1247 139 NA NA NA 917 190 NA NA
1706479200.0 141.008506 NA 437 216 0 NA NA 1599 1278 0 NA NA 1947 497 77 NA NA 1254 327 112 NA
1706479200.0 141.008507 NA 449 229 0 NA NA 1582 1305 0 NA NA 1983 717 84 NA NA 1185 389 108 NA
1706479200.0 141.008508 NA 450 170 NA NA NA 1591 1232 NA NA NA 1941 160 NA NA NA 1255 203 NA NA
1706479200.0 141.008512 NA 444 194 0 NA NA 1590 1194 0 NA NA 1963 282 84 NA NA 1252 270 124 NA
1706479200.0 141.008513 NA 451 188 0 NA NA 1610 1194 0 NA NA 1913 338 88 NA NA 1221 291 120 NA
1706479200.0 141.008514 NA 448 156 NA NA NA 1602 1149 NA NA NA 2017 152 NA NA NA 1256 195 NA NA
1706479200.0 141.008522 NA 448 190 0 NA NA 1581 1162 0 NA NA 1963 300 81 NA NA 1269 266 122 NA
1706479200.0 141.008523 NA 437 192 0 NA NA 1599 1166 0 NA NA 1986 343 84 NA NA 1265 272 117 NA
1706479200.0 141.008524 NA 447 152 NA NA NA 1592 1117 NA NA NA 1927 162 NA NA NA 1178 205 NA NA
1706479200.0 160.502 97 221 104 472 182 237 1189 150 1669 1136 742 163 78 557 194 976 207 302 550 214
