Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1707084000.0 12434.502 NA 477 NA NA NA NA 1552 NA NA NA NA 1574 NA NA NA NA 1037 NA NA NA
1707084000.0 12434.503 NA 498 NA NA NA NA 1581 NA NA NA NA 1610 NA NA NA NA 1016 NA NA NA
1707084000.0 12434.504 NA 507 173 NA NA NA 1583 1207 NA NA NA 1687 150 NA NA NA 988 305 NA NA
1707084000.0 12434.506 NA 514 216 0 NA NA 1620 1246 0 NA NA 1642 281 132 NA NA 979 310 153 NA
1707084000.0 12434.507 NA 510 226 0 NA NA 1603 1261 0 NA NA 1801 284 136 NA NA 1117 298 162 NA
1707084000.0 12434.508 NA 508 173 NA NA NA 1582 1205 NA NA NA 1667 150 NA NA NA 996 285 NA NA
1707084000.0 12434.512 NA 435 NA NA NA NA 1503 NA NA NA NA 1489 NA NA NA NA 1023 NA NA NA
1707084000.0 12434.513 NA 489 198 0 NA NA 1589 1196 0 NA NA 1683 267 84 NA NA 1011 292 106 NA
1707084000.0 12434.514 NA 503 157 NA NA NA 1568 1143 NA NA NA 1687 141 NA NA NA 1047 181 NA NA
1707084000.0 12434.522 NA 507 192 0 NA NA 1591 1151 0 NA NA 1647 267 87 NA NA 1017 274 108 NA
1707084000.0 12434.523 NA 484 NA NA NA NA 1600 NA NA NA NA 1610 NA NA NA NA 1046 NA NA NA
1707084000.0 12434.524 NA 508 155 NA NA NA 1596 1107 NA NA NA 1656 142 NA NA NA 998 280 NA NA
1707084000.0 12434.582 NA 496 265 0 NA NA 1576 1336 0 NA NA 1774 337 140 NA NA 1031 322 166 NA
1707084000.0 12434.583 NA 504 278 0 NA NA 1613 1342 0 NA NA 1620 345 147 NA NA 938 339 170 NA
1707084000.0 12434.586 NA 487 266 0 NA NA 1578 1344 0 NA NA 1665 337 139 NA NA 1069 320 166 NA
1707084000.0 12434.587 NA 436 NA NA NA NA 1514 NA NA NA NA 1651 NA NA NA NA 1075 NA NA NA
1707084000.0 12434.592 NA 482 NA NA NA NA 1569 NA NA NA NA 1504 NA NA NA NA 1030 NA NA NA
1707084000.0 12434.593 NA 509 651 0 NA NA 1614 1800 0 NA NA 1599 1314 298 NA NA 1016 1148 319 NA
1707084000.0 12434.596 NA 479 NA NA NA NA 1546 NA NA NA NA 1552 NA NA NA NA 1019 NA NA NA
1707084000.0 12434.597 NA 510 651 0 NA NA 1588 1809 0 NA NA 1752 1285 302 NA NA 1110 1137 331 NA
1707084000.0 12450.502 NA 492 214 0 NA NA 1568 1257 0 NA NA 1602 279 119 NA NA 987 311 140 NA
1707084000.0 12450.503 NA 496 225 0 NA NA 1593 1263 0 NA NA 1636 274 126 NA NA 951 308 148 NA
1707084000.0 12450.504 NA 491 173 NA NA NA 1557 1212 NA NA NA 1627 145 NA NA NA 987 298 NA NA
1707084000.0 12450.506 NA 495 NA NA NA NA 1599 NA NA NA NA 1571 NA NA NA NA 1004 NA NA NA
1707084000.0 12450.507 NA 479 227 0 NA NA 1558 1257 0 NA NA 1629 273 129 NA NA 994 305 150 NA
1707084000.0 12450.508 NA 474 NA NA NA NA 1567 NA NA NA NA 1562 NA NA NA NA 1035 NA NA NA
1707084000.0 12461.502 NA 462 207 0 NA NA 1507 1196 0 NA NA 1669 257 96 NA NA 1058 282 122 NA
1707084000.0 141.008506 NA 455 223 0 NA NA 1588 1285 0 NA NA 1984 551 79 NA NA 1237 343 100 NA
1707084000.0 141.008507 NA 456 236 0 NA NA 1577 1309 0 NA NA 2070 711 94 NA NA 1232 384 122 NA
1707084000.0 141.008508 NA 453 176 NA NA NA 1584 1225 NA NA NA 1972 156 NA NA NA 1225 193 NA NA
1707084000.0 141.008512 NA 458 202 0 NA NA 1587 1184 0 NA NA 2015 299 84 NA NA 1179 283 109 NA
1707084000.0 141.008513 NA 455 204 0 NA NA 1598 1183 0 NA NA 1961 345 90 NA NA 1192 297 114 NA
1707084000.0 141.008514 NA 452 161 NA NA NA 1587 1151 NA NA NA 1991 149 NA NA NA 1238 172 NA NA
1707084000.0 141.008522 NA 456 201 0 NA NA 1586 1168 0 NA NA 2096 310 82 NA NA 1252 268 105 NA
1707084000.0 141.008523 NA 451 202 0 NA NA 1572 1165 0 NA NA 1990 355 88 NA NA 1231 285 115 NA
1707084000.0 141.008524 NA 459 NA NA NA NA 1574 NA NA NA NA 1697 NA NA NA NA 1050 NA NA NA
1707084000.0 141.008583 NA 261 0 NA NA NA 1345 0 NA NA NA 1021 120 NA NA NA 657 290 NA NA
1707084000.0 160.03502 223 335 203 638 200 338 462 282 1835 281 5793 680 103 4072 268 6156 646 109 1998 274
1707084000.0 24861.502 NA 615 319 0 NA NA 1668 1602 0 NA NA 934 419 88 NA NA 1061 387 117 NA
