Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1706565600.0 12434.502 NA 509 215 0 NA NA 1607 1252 0 NA NA 1612 271 115 NA NA 992 279 139 NA
1706565600.0 12434.503 NA 488 227 0 NA NA 1579 1255 0 NA NA 1684 272 122 NA NA 1006 273 149 NA
1706565600.0 12434.504 NA 507 174 NA NA NA 1600 1203 NA NA NA 1711 138 NA NA NA 958 309 NA NA
1706565600.0 12434.506 NA 499 216 0 NA NA 1566 1251 0 NA NA 1720 276 124 NA NA 1041 280 149 NA
1706565600.0 12434.507 NA 491 225 0 NA NA 1568 1256 0 NA NA 1540 275 130 NA NA 869 452 152 NA
1706565600.0 12434.508 NA 504 174 NA NA NA 1594 1208 NA NA NA 1770 141 NA NA NA 988 187 NA NA
1706565600.0 12434.512 NA 507 195 0 NA NA 1564 1191 0 NA NA 1675 252 77 NA NA 959 263 98 NA
1706565600.0 12434.513 NA 507 195 0 NA NA 1603 1188 0 NA NA 1600 257 77 NA NA 929 266 99 NA
1706565600.0 12434.514 NA 506 157 NA NA NA 1628 1139 NA NA NA 1676 131 NA NA NA 1033 150 NA NA
1706565600.0 12434.522 NA 507 192 0 NA NA 1586 1151 0 NA NA 1558 250 82 NA NA 962 252 105 NA
1706565600.0 12434.523 NA 511 193 0 NA NA 1595 1156 0 NA NA 1632 256 78 NA NA 994 257 97 NA
1706565600.0 12434.524 NA 507 156 NA NA NA 1600 1109 NA NA NA 1580 135 NA NA NA 908 377 NA NA
1706565600.0 12434.582 NA 506 266 0 NA NA 1587 1342 0 NA NA 1627 325 133 NA NA 915 354 156 NA
1706565600.0 12434.583 NA 488 278 0 NA NA 1557 1354 0 NA NA 1765 335 140 NA NA 967 300 167 NA
1706565600.0 12434.586 NA 504 263 0 NA NA 1570 1331 0 NA NA 1649 327 134 NA NA 959 294 160 NA
1706565600.0 12434.587 NA 490 275 0 NA NA 1592 1339 0 NA NA 1682 337 139 NA NA 1044 303 158 NA
1706565600.0 12434.592 NA 505 637 0 NA NA 1575 1786 0 NA NA 1801 1289 288 NA NA 1046 1105 309 NA
1706565600.0 12434.593 NA 511 649 0 NA NA 1590 1757 0 NA NA 1574 1332 300 NA NA 940 1144 319 NA
1706565600.0 12434.596 NA 509 640 0 NA NA 1595 1777 0 NA NA 1727 1321 289 NA NA 941 1137 310 NA
1706565600.0 12434.597 NA 510 647 0 NA NA 1619 1790 0 NA NA 1633 1314 290 NA NA 1005 1118 310 NA
1706565600.0 12450.502 NA 478 213 0 NA NA 1581 1247 0 NA NA 1787 257 112 NA NA 1005 265 130 NA
1706565600.0 12450.503 NA 496 223 0 NA NA 1576 1259 0 NA NA 1534 258 117 NA NA 907 310 143 NA
1706565600.0 12450.504 NA 487 172 NA NA NA 1567 1207 NA NA NA 1674 136 NA NA NA 931 355 NA NA
1706565600.0 12450.506 NA 487 212 0 NA NA 1549 1252 0 NA NA 1766 262 117 NA NA 1036 269 138 NA
1706565600.0 12450.507 NA 496 225 0 NA NA 1589 1273 0 NA NA 1567 267 124 NA NA 964 271 142 NA
1706565600.0 12450.508 NA 498 173 NA NA NA 1580 1205 NA NA NA 1543 138 NA NA NA 889 373 NA NA
1706565600.0 12461.502 NA 469 207 0 NA NA 1513 1193 0 NA NA 1786 246 90 NA NA 1046 263 112 NA
1706565600.0 141.008506 NA 457 223 0 NA NA 1581 1286 0 NA NA 1954 487 75 NA NA 1143 307 92 NA
1706565600.0 141.008507 NA 457 238 0 NA NA 1580 1309 0 NA NA 1930 705 82 NA NA 1188 370 97 NA
1706565600.0 141.008508 NA 453 177 NA NA NA 1573 1227 NA NA NA 1897 149 NA NA NA 1202 163 NA NA
1706565600.0 141.008512 NA 452 202 0 NA NA 1561 1185 0 NA NA 2031 288 79 NA NA 1230 267 106 NA
1706565600.0 141.008513 NA 452 202 0 NA NA 1579 1181 0 NA NA 2069 335 83 NA NA 1251 276 103 NA
1706565600.0 141.008514 NA 452 161 NA NA NA 1561 1146 NA NA NA 1918 139 NA NA NA 1216 155 NA NA
1706565600.0 141.008522 NA 449 200 0 NA NA 1562 1160 0 NA NA 1960 310 76 NA NA 1227 263 103 NA
1706565600.0 141.008523 NA 450 201 0 NA NA 1585 1167 0 NA NA 2049 354 79 NA NA 1249 272 102 NA
1706565600.0 141.008524 NA 461 159 NA NA NA 1596 1114 NA NA NA 1912 140 NA NA NA 1193 157 NA NA
1706565600.0 141.008583 NA 255 0 NA NA NA 1346 0 NA NA NA 948 127 NA NA NA 605 175 NA NA
1706565600.0 160.03502 172 259 147 527 165 254 349 193 1707 266 1938 227 81 815 197 2301 205 103 638 242
1706565600.0 24861.502 NA 618 316 0 NA NA 1624 1595 0 NA NA 924 399 80 NA NA 1140 356 97 NA
