Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1706479200.0 12434.502 NA 505 215 0 NA NA 1584 1254 0 NA NA 1713 290 124 NA NA 938 341 145 NA
1706479200.0 12434.503 NA 493 223 0 NA NA 1614 1261 0 NA NA 1669 293 131 NA NA 964 341 155 NA
1706479200.0 12434.504 NA 505 174 NA NA NA 1597 1203 NA NA NA 1619 149 NA NA NA 982 268 NA NA
1706479200.0 12434.506 NA 508 217 0 NA NA 1598 1249 0 NA NA 1639 288 134 NA NA 967 322 156 NA
1706479200.0 12434.507 NA 491 229 0 NA NA 1559 1266 0 NA NA 1679 297 137 NA NA 994 325 165 NA
1706479200.0 12434.508 NA 495 175 NA NA NA 1591 1204 NA NA NA 1731 149 NA NA NA 1022 191 NA NA
1706479200.0 12434.512 NA 511 195 0 NA NA 1598 1182 0 NA NA 1680 274 88 NA NA 971 317 109 NA
1706479200.0 12434.513 NA 511 196 0 NA NA 1609 1184 0 NA NA 1649 273 84 NA NA 955 313 109 NA
1706479200.0 12434.514 NA 509 159 NA NA NA 1628 1144 NA NA NA 1696 142 NA NA NA 1011 218 NA NA
1706479200.0 12434.522 NA 494 192 0 NA NA 1558 1144 0 NA NA 1669 275 92 NA NA 993 295 116 NA
1706479200.0 12434.523 NA 491 193 0 NA NA 1604 1153 0 NA NA 1618 284 88 NA NA 984 307 114 NA
1706479200.0 12434.524 NA 490 155 NA NA NA 1570 1115 NA NA NA 1724 143 NA NA NA 984 233 NA NA
1706479200.0 12434.582 NA 507 263 0 NA NA 1603 1344 0 NA NA 1772 345 142 NA NA 1068 326 167 NA
1706479200.0 12434.583 NA 507 279 0 NA NA 1599 1349 0 NA NA 1631 359 145 NA NA 1004 342 186 NA
1706479200.0 12434.586 NA 503 263 0 NA NA 1579 1346 0 NA NA 1766 349 142 NA NA 1019 332 172 NA
1706479200.0 12434.587 NA 509 277 0 NA NA 1593 1343 0 NA NA 1652 354 148 NA NA 1034 334 172 NA
1706479200.0 12434.592 NA 435 NA NA NA NA 1473 NA NA NA NA 1465 NA NA NA NA 970 NA NA NA
1706479200.0 12434.593 NA 503 651 0 NA NA 1608 1791 0 NA NA 1879 1305 299 NA NA 1073 1116 325 NA
1706479200.0 12434.596 NA 506 639 0 NA NA 1611 1779 0 NA NA 1613 1302 303 NA NA 912 1147 326 NA
1706479200.0 12434.597 NA 487 NA NA NA NA 1576 NA NA NA NA 1669 NA NA NA NA 1014 NA NA NA
1706479200.0 12450.502 NA 436 NA NA NA NA 1493 NA NA NA NA 1581 NA NA NA NA 989 NA NA NA
1706479200.0 12450.503 NA 479 226 0 NA NA 1579 1262 0 NA NA 1630 284 127 NA NA 1007 313 150 NA
1706479200.0 12450.504 NA 491 173 NA NA NA 1567 1204 NA NA NA 1637 148 NA NA NA 912 343 NA NA
1706479200.0 12450.506 NA 492 214 0 NA NA 1577 1254 0 NA NA 1691 272 127 NA NA 1034 298 151 NA
1706479200.0 12450.507 NA 490 223 0 NA NA 1556 1260 0 NA NA 1583 286 133 NA NA 960 337 170 NA
1706479200.0 12450.508 NA 482 170 NA NA NA 1572 1202 NA NA NA 1671 145 NA NA NA 1049 188 NA NA
1706479200.0 12461.502 NA 470 206 0 NA NA 1511 1194 0 NA NA 1549 264 99 NA NA 907 323 123 NA
1706479200.0 141.008506 NA 453 222 0 NA NA 1602 1279 0 NA NA 2008 509 80 NA NA 1070 351 100 NA
1706479200.0 141.008507 NA 452 235 0 NA NA 1621 1309 0 NA NA 2015 725 86 NA NA 1097 397 116 NA
1706479200.0 141.008508 NA 450 176 NA NA NA 1587 1226 NA NA NA 2049 159 NA NA NA 1196 183 NA NA
1706479200.0 141.008512 NA 454 199 0 NA NA 1593 1182 0 NA NA 1954 301 86 NA NA 1189 295 115 NA
1706479200.0 141.008513 NA 448 204 0 NA NA 1582 1184 0 NA NA 2060 356 90 NA NA 1187 295 113 NA
1706479200.0 141.008514 NA 457 162 NA NA NA 1592 1151 NA NA NA 2065 153 NA NA NA 1212 180 NA NA
1706479200.0 141.008522 NA 457 200 0 NA NA 1591 1164 0 NA NA 2050 315 87 NA NA 1127 284 123 NA
1706479200.0 141.008523 NA 452 203 0 NA NA 1583 1169 0 NA NA 2034 351 86 NA NA 1213 276 110 NA
1706479200.0 141.008524 NA 456 160 NA NA NA 1580 1113 NA NA NA 1962 149 NA NA NA 1118 190 NA NA
1706479200.0 141.008583 NA 254 0 NA NA NA 1339 0 NA NA NA 1010 121 NA NA NA 633 195 NA NA
1706479200.0 160.03502 171 260 145 528 188 258 343 197 1723 261 1948 220 81 836 202 2340 208 109 660 219
1706479200.0 24861.502 NA 620 321 0 NA NA 1659 1611 0 NA NA 1011 404 83 NA NA 1186 365 106 NA
