Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1707001200.0 10224.0 NA 149 231 0 NA NA 189 273 0 NA NA 1868 1628 195 NA NA 2628 2193 207 NA
1707001200.0 10225.0 NA 150 232 0 NA NA 189 281 0 NA NA 1964 1546 187 NA NA 2785 2146 194 NA
1707001200.0 117.0 75 103 224 NA NA 99 148 254 NA NA 3725 276 382 NA NA 3811 314 409 NA NA
1707001200.0 121.0 76 103 228 NA NA 100 148 255 NA NA 3765 276 397 NA NA 3829 316 437 NA NA
1707001200.0 133.0 79 105 226 NA NA 100 148 254 NA NA 4053 273 473 NA NA 4138 304 506 NA NA
1707001200.0 134.702 NA 57 260 0 NA NA 78 299 0 NA NA 127 4238 334 NA NA 143 4542 349 NA
1707001200.0 134.703 NA 58 270 0 NA NA 82 313 0 NA NA 125 4246 333 NA NA 143 4564 348 NA
1707001200.0 134.704 NA 56 262 0 NA NA 78 307 0 NA NA 126 3984 343 NA NA 143 4299 358 NA
1707001200.0 134.707 NA 59 264 0 NA NA 81 300 0 NA NA 128 3893 324 NA NA 140 4011 344 NA
1707001200.0 134.708 NA 58 264 0 NA NA 79 303 0 NA NA 122 3751 399 NA NA 136 3883 418 NA
1707001200.0 134.709 NA 59 271 0 NA NA 81 309 0 NA NA 124 4114 337 NA NA 143 4434 350 NA
1707001200.0 134.902 NA 59 261 0 NA NA 83 297 0 NA NA 139 3802 390 NA NA 147 3911 411 NA
1707001200.0 134.903 NA 60 255 0 NA NA 83 293 0 NA NA 135 3638 332 NA NA 145 3776 348 NA
1707001200.0 134.904 NA 58 264 0 NA NA 81 301 0 NA NA 143 4252 321 NA NA 152 4565 337 NA
1707001200.0 134.905 NA 58 256 0 NA NA 81 294 0 NA NA 137 3592 338 NA NA 149 3735 353 NA
1707001200.0 134.907 NA 100 277 0 NA NA 142 315 0 NA NA 405 3757 361 NA NA 432 3911 383 NA
1707001200.0 134.909 NA 59 254 0 NA NA 82 293 0 NA NA 135 3775 324 NA NA 145 3919 342 NA
1707001200.0 134.91 NA 58 255 0 NA NA 81 291 0 NA NA 133 3425 333 NA NA 144 3575 351 NA
1707001200.0 134.911 NA 58 256 0 NA NA 81 296 0 NA NA 136 3650 334 NA NA 147 3795 349 NA
1707001200.0 134.99901 NA 58 256 0 NA NA 81 297 0 NA NA 139 3377 358 NA NA 153 3505 381 NA
1707001200.0 135.1 261 0 132 NA NA 302 0 161 NA NA 594 184 471 NA NA 681 193 521 NA NA
1707001200.0 135.11 264 0 134 NA NA 307 0 160 NA NA 752 193 451 NA NA 842 207 525 NA NA
1707001200.0 135.12 256 0 131 NA NA 297 0 154 NA NA 503 179 457 NA NA 587 197 501 NA NA
1707001200.0 135.2 243 0 130 NA NA 279 0 149 NA NA 366 161 396 NA NA 466 175 487 NA NA
1707001200.0 135.3 242 0 131 NA NA 279 0 156 NA NA 372 162 387 NA NA 479 174 482 NA NA
1707001200.0 135.4 258 0 131 NA NA 299 0 161 NA NA 519 181 449 NA NA 608 195 497 NA NA
1707001200.0 135.5 254 0 131 NA NA 296 0 154 NA NA 474 180 446 NA NA 554 199 498 NA NA
1707001200.0 135.6 257 0 128 NA NA 299 0 157 NA NA 533 187 472 NA NA 624 203 542 NA NA
1707001200.0 135.7 258 0 133 NA NA 298 0 157 NA NA 460 178 447 NA NA 533 194 513 NA NA
1707001200.0 135.9 257 0 132 NA NA 299 0 157 NA NA 451 179 441 NA NA 541 193 489 NA NA
1707001200.0 136.722 NA 187 298 0 NA NA 232 351 0 NA NA 2856 6496 745 NA NA 3420 6689 777 NA
1707001200.0 136.723 NA 189 287 0 NA NA 236 338 0 NA NA 2709 6331 745 NA NA 3265 6497 776 NA
1707001200.0 136.724 NA 190 296 0 NA NA 235 356 0 NA NA 3945 7522 652 NA NA 4507 7774 673 NA
1707001200.0 136.725 NA 189 309 0 NA NA 231 355 0 NA NA 2686 6434 749 NA NA 3241 6597 773 NA
1707001200.0 136.726 NA 192 285 0 NA NA 230 332 0 NA NA 2933 6714 730 NA NA 3499 6873 764 NA
1707001200.0 136.727 NA 214 297 0 NA NA 284 342 0 NA NA 2808 6413 764 NA NA 3343 6578 785 NA
1707001200.0 136.728 NA 218 293 0 NA NA 279 352 0 NA NA 3077 6864 682 NA NA 3633 7037 705 NA
1707001200.0 136.729 NA 187 288 0 NA NA 228 326 0 NA NA 2555 6468 755 NA NA 3106 6647 780 NA
