Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1707084000.0 101.0 121 NA NA NA NA 3632 NA NA NA NA 3108 NA NA NA NA 2262 NA NA NA NA
1707084000.0 102.0 122 NA NA NA NA 3622 NA NA NA NA 2838 NA NA NA NA 2188 NA NA NA NA
1707084000.0 1060.1 NA 126 NA NA NA NA 3596 NA NA NA NA 1952 NA NA NA NA 1371 NA NA NA
1707084000.0 1060.2 NA 135 NA NA NA NA 3598 NA NA NA NA 1586 NA NA NA NA 1241 NA NA NA
1707084000.0 123.1 359 NA NA NA NA 3843 NA NA NA NA 3283 NA NA NA NA 2339 NA NA NA NA
1707084000.0 123.2 360 NA NA NA NA 3846 NA NA NA NA 3777 NA NA NA NA 2467 NA NA NA NA
1707084000.0 123.3 288 NA NA NA NA 3771 NA NA NA NA 2929 NA NA NA NA 2193 NA NA NA NA
1707084000.0 124.1 350 NA NA NA NA 3831 NA NA NA NA 2989 NA NA NA NA 2561 NA NA NA NA
1707084000.0 124.2 364 NA NA NA NA 3855 NA NA NA NA 3061 NA NA NA NA 2190 NA NA NA NA
1707084000.0 124.4 351 NA NA NA NA 3830 NA NA NA NA 3078 NA NA NA NA 2772 NA NA NA NA
1707084000.0 124.5 344 NA NA NA NA 3822 NA NA NA NA 3049 NA NA NA NA 2245 NA NA NA NA
1707084000.0 124.6 293 NA NA NA NA 3767 NA NA NA NA 2957 NA NA NA NA 2230 NA NA NA NA
1707084000.0 1307.0 NA 164 218 102 0 NA 3636 3701 3473 0 NA 986 1554 522 538 NA 644 1262 575 580
1707084000.0 1308.0 NA 164 206 85 0 NA 3635 3705 3471 0 NA 955 1320 500 799 NA 664 1155 547 1247
1707084000.0 1325.1 NA 227 220 0 NA NA 3664 3694 0 NA NA 864 2029 1298 NA NA 565 1730 1366 NA
1707084000.0 1325.3 NA 228 210 0 NA NA 3658 3692 0 NA NA 1078 2070 1193 NA NA 733 1768 1238 NA
1707084000.0 135.13 382 0 NA NA NA 3911 0 NA NA NA 3458 1086 NA NA NA 2199 1157 NA NA NA
1707084000.0 136.733 NA 211 95 0 NA NA 3745 3515 0 NA NA 3364 997 592 NA NA 1856 1514 648 NA
1707084000.0 136.7801 NA 150 0 NA NA NA 3599 0 NA NA NA 1983 355 NA NA NA 1761 388 NA NA
1707084000.0 136.8885 NA 164 108 0 NA NA 3603 3613 0 NA NA 1320 1861 310 NA NA 818 1720 346 NA
1707084000.0 140.066 NA 168 502 0 NA NA 3616 4129 0 NA NA 1501 69800 937 NA NA 722 21843 974 NA
1707084000.0 140.61 NA 377 0 NA NA NA 3945 0 NA NA NA 5935 1145 NA NA NA 3160 1210 NA NA
1707084000.0 158.5 113 215 451 92 0 3588 3666 4056 3495 0 15055 1526 7852 634 1673 14822 1297 5962 701 2145
1707084000.0 159.03 94 163 69 227 155 3540 3611 3434 3757 3600 3916 777 395 1622 1669 3470 619 441 1526 1483
1707084000.0 2017.13 450 0 NA NA NA 3983 0 NA NA NA 3414 1465 NA NA NA 2097 1534 NA NA NA
1707084000.0 2018.13 452 0 NA NA NA 3968 0 NA NA NA 3901 1510 NA NA NA 2373 1577 NA NA NA
1707084000.0 4.22 NA 164 94 85 0 NA 3654 3503 3532 0 NA 2545 738 695 595 NA 1560 779 715 634
1707084000.0 5.1 375 0 NA NA NA 3843 0 NA NA NA 2848 927 NA NA NA 1903 1381 NA NA NA
1707084000.0 5.2 304 0 NA NA NA 3755 0 NA NA NA 2669 639 NA NA NA 1940 732 NA NA NA
1707084000.0 5.3 290 0 NA NA NA 3757 0 NA NA NA 2724 606 NA NA NA 1944 649 NA NA NA
1707084000.0 5.4 371 0 NA NA NA 3843 0 NA NA NA 2688 723 NA NA NA 1934 777 NA NA NA
1707084000.0 5.5 372 0 NA NA NA 3856 0 NA NA NA 2446 780 NA NA NA 1744 851 NA NA NA
1707084000.0 5.6 362 0 NA NA NA 3856 0 NA NA NA 2880 756 NA NA NA 1998 853 NA NA NA
1707084000.0 5.7 362 0 NA NA NA 3854 0 NA NA NA 2906 550 NA NA NA 2077 587 NA NA NA
1707084000.0 546.0 71 78 NA NA NA 3472 3499 NA NA NA 824 1005 NA NA NA 719 1436 NA NA NA
1707084000.0 574.0 54 0 NA NA NA 3461 0 NA NA NA 2432 376 NA NA NA 1304 411 NA NA NA
