Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1706396400.0 1.0 125 109 233 NA NA NA NA NA 185 359 322 NA NA NA NA NA 1562 410 846 NA NA NA NA NA 1213 640 1448 NA NA NA NA NA
1706396400.0 10.0 NA 148 508 0 NA NA NA NA NA 363 570 0 NA NA NA NA NA 2147 2907 456 NA NA NA NA NA 1001 2027 531 NA NA NA NA
1706396400.0 1000.0 NA 423 188 0 66 NA NA NA NA 496 256 0 89 NA NA NA NA 2435 1131 544 233 NA NA NA NA 2447 1952 780 263 NA NA NA
1706396400.0 10001.0 NA 249 695 108 0 NA NA NA NA 484 813 134 0 NA NA NA NA 1208 1980 336 1627 NA NA NA NA 1638 3057 904 2118 NA NA NA
1706396400.0 10002.0 NA 228 684 109 0 NA NA NA NA 488 823 135 0 NA NA NA NA 1280 2002 341 1619 NA NA NA NA 5230 3160 680 1816 NA NA NA
1706396400.0 10003.0 NA 257 688 109 0 NA NA NA NA 475 820 135 0 NA NA NA NA 1269 2015 341 1631 NA NA NA NA 3625 3115 823 2084 NA NA NA
1706396400.0 10004.0 NA 249 697 109 0 NA NA NA NA 489 820 134 0 NA NA NA NA 1205 1972 346 1605 NA NA NA NA 1519 2995 1176 1932 NA NA NA
1706396400.0 10005.0 NA 250 679 108 0 NA NA NA NA 477 820 133 0 NA NA NA NA 1248 1974 333 1624 NA NA NA NA 2596 3155 461 1971 NA NA NA
1706396400.0 10006.0 NA 249 701 108 0 NA NA NA NA 484 809 134 0 NA NA NA NA 1203 1979 333 1625 NA NA NA NA 2027 3374 1000 1879 NA NA NA
1706396400.0 10007.0 NA 251 704 109 0 NA NA NA NA 475 825 144 0 NA NA NA NA 1221 2034 357 1627 NA NA NA NA 2295 3578 1013 2073 NA NA NA
1706396400.0 10008.0 NA 253 702 119 0 NA NA NA NA 480 831 145 0 NA NA NA NA 1247 2017 353 1625 NA NA NA NA 1824 3285 539 1875 NA NA NA
1706396400.0 10009.0 NA 253 701 119 0 NA NA NA NA 480 818 144 0 NA NA NA NA 1246 2084 361 1648 NA NA NA NA 2137 3446 900 2564 NA NA NA
1706396400.0 1001.0 NA 397 203 0 0 0 0 0 NA 467 231 0 0 0 0 0 NA 2080 413 57 72 201 101 198 NA 2271 688 142 198 406 153 238
1706396400.0 1002.0 NA 458 89 NA NA NA NA NA NA 510 123 NA NA NA NA NA NA 2580 374 NA NA NA NA NA NA 2532 310 NA NA NA NA NA
1706396400.0 10023.0 NA 249 687 108 0 NA NA NA NA 482 810 133 0 NA NA NA NA 1214 1985 341 1624 NA NA NA NA 1892 3262 829 1916 NA NA NA
1706396400.0 10024.0 NA 274 707 121 0 NA NA NA NA 482 849 146 0 NA NA NA NA 1350 2246 369 1663 NA NA NA NA 1674 3388 1202 1857 NA NA NA
1706396400.0 10024.1 NA 276 297 0 NA NA NA NA NA 488 359 0 NA NA NA NA NA 1401 751 275 NA NA NA NA NA 1585 1158 328 NA NA NA NA
1706396400.0 10024.2 NA 277 716 0 NA NA NA NA NA 484 843 0 NA NA NA NA NA 1392 2217 1633 NA NA NA NA NA 1884 3247 1908 NA NA NA NA
1706396400.0 10024.3 NA 276 273 0 NA NA NA NA NA 480 343 0 NA NA NA NA NA 1419 732 244 NA NA NA NA NA 1820 1071 306 NA NA NA NA
1706396400.0 10024.4 NA 276 724 0 NA NA NA NA NA 480 843 0 NA NA NA NA NA 1384 2220 1644 NA NA NA NA NA 1803 3233 2265 NA NA NA NA
1706396400.0 10024.5 NA 276 293 0 NA NA NA NA NA 481 393 0 NA NA NA NA NA 1396 746 277 NA NA NA NA NA 1844 1091 327 NA NA NA NA
1706396400.0 10024.6 NA 273 701 0 NA NA NA NA NA 481 832 0 NA NA NA NA NA 1404 2219 1599 NA NA NA NA NA 1796 2968 2238 NA NA NA NA
1706396400.0 10025.0 NA 265 710 109 0 NA NA NA NA 480 830 136 0 NA NA NA NA 1307 2105 339 1638 NA NA NA NA 2107 3430 542 1905 NA NA NA
1706396400.0 10026.0 NA 267 711 120 0 NA NA NA NA 484 851 145 0 NA NA NA NA 1458 2367 358 1657 NA NA NA NA 2133 3458 618 1897 NA NA NA
1706396400.0 1003.0 NA 352 0 NA NA NA NA NA NA 401 0 NA NA NA NA NA NA 2660 408 NA NA NA NA NA NA 2082 564 NA NA NA NA NA
1706396400.0 1004.0 NA 370 186 0 0 0 0 NA NA 432 213 0 0 0 0 NA NA 1175 250 57 69 196 194 NA NA 1684 421 146 98 243 234 NA
1706396400.0 10042.0 NA 264 710 120 0 NA NA NA NA 483 825 147 0 NA NA NA NA 1357 2110 360 1656 NA NA NA NA 2133 3242 565 1878 NA NA NA
1706396400.0 10059.0 NA 281 718 120 0 NA NA NA NA 480 854 144 0 NA NA NA NA 1546 2692 357 1666 NA NA NA NA 2055 3637 597 2550 NA NA NA
1706396400.0 10071.0 NA 264 698 109 0 NA NA NA NA 475 838 134 0 NA NA NA NA 1281 2177 343 1675 NA NA NA NA 2330 3934 672 1928 NA NA NA
1706396400.0 101.0 110 NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA 835 NA NA NA NA NA NA NA 960 NA NA NA NA NA NA NA
1706396400.0 1010.0 NA 45 92 0 NA NA NA NA NA 69 120 0 NA NA NA NA NA 89 168 75 NA NA NA NA NA 333 185 108 NA NA NA NA
1706396400.0 102.0 110 NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA 650 NA NA NA NA NA NA NA 963 NA NA NA NA NA NA NA
1706396400.0 1020.0 NA 60 NA NA NA NA NA NA NA 105 NA NA NA NA NA NA NA 201 NA NA NA NA NA NA NA 299 NA NA NA NA NA NA
1706396400.0 10224.0 NA 447 991 0 NA NA NA NA NA 597 1166 0 NA NA NA NA NA 3808 4445 1700 NA NA NA NA NA 4425 4675 2051 NA NA NA NA
1706396400.0 10225.0 NA 428 948 0 NA NA NA NA NA 585 1125 0 NA NA NA NA NA 3657 4258 1674 NA NA NA NA NA 3245 4600 1859 NA NA NA NA
1706396400.0 103.0 68 0 0 NA NA NA NA NA 89 0 0 NA NA NA NA NA 340 183 1176 NA NA NA NA NA 556 299 1523 NA NA NA NA NA
1706396400.0 1030.0 NA 200 62 0 NA NA NA NA NA 309 85 0 NA NA NA NA NA 7624 218 51 NA NA NA NA NA 2512 244 124 NA NA NA NA
1706396400.0 10424.0 NA 273 719 0 NA NA NA NA NA 488 838 0 NA NA NA NA NA 1338 2199 1656 NA NA NA NA NA 1788 3323 2316 NA NA NA NA
1706396400.0 105.0 124 110 45 NA NA NA NA NA 184 367 65 NA NA NA NA NA 1540 397 92 NA NA NA NA NA 925 395 139 NA NA NA NA NA
1706396400.0 106.0 68 0 0 NA NA NA NA NA 90 0 0 NA NA NA NA NA 714 184 1176 NA NA NA NA NA 770 224 2094 NA NA NA NA NA
1706396400.0 107.0 128 115 473 NA NA NA NA NA 187 367 544 NA NA NA NA NA 3319 437 1417 NA NA NA NA NA 1291 340 1702 NA NA NA NA NA
1706396400.0 108.0 130 120 483 NA NA NA NA NA 192 360 558 NA NA NA NA NA 3750 458 1510 NA NA NA NA NA 1345 386 1868 NA NA NA NA NA
1706396400.0 10823.0 91 234 696 109 0 NA NA NA 124 478 800 134 0 NA NA NA 1734 1253 1999 332 1633 NA NA NA 1490 1854 3312 659 2048 NA NA NA
1706396400.0 10824.0 100 273 709 121 0 NA NA NA 134 472 856 145 0 NA NA NA 4175 1446 2327 361 1669 NA NA NA 1851 2344 3509 996 1897 NA NA NA
1706396400.0 10825.0 96 262 712 110 0 NA NA NA 128 473 805 136 0 NA NA NA 3225 1333 2160 343 1648 NA NA NA 1652 2118 3487 531 2264 NA NA NA
1706396400.0 10826.0 98 261 728 120 0 NA NA NA 136 474 842 145 0 NA NA NA 6465 1470 2502 358 1667 NA NA NA 3025 1669 3199 930 2083 NA NA NA
1706396400.0 10842.0 83 247 683 119 0 NA NA NA 111 478 791 143 0 NA NA NA 1164 1115 1975 362 1648 NA NA NA 1015 2568 3600 1004 2254 NA NA NA
1706396400.0 109.0 130 120 484 NA NA NA NA NA 189 367 536 NA NA NA NA NA 3845 456 1475 NA NA NA NA NA 1473 328 1535 NA NA NA NA NA
1706396400.0 11.0 NA 130 497 0 82 NA NA NA NA 371 596 0 104 NA NA NA NA 1633 1420 508 185 NA NA NA NA 725 1224 631 368 NA NA NA
